Key,Cosine Similarity,Question Type,Specific Field
What is the most important factors for Nurses in Intensive care unit to deliver proper care?,0.376467269458827,['Directed question that has a single unambiguous answer'],Intensive Care
If we update our curriculum for the intensive care unit nurses will it benefit for us?,0.3445237658938320,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Intensive Care
What is your opinion for Advanced Nurses Practitioner In ICU?,0.12558650927362600,['Request for opinion on a topic'],Intensive Care
How does a COVID infection relate to anxiety and depression in previously healthy individuals?,0.44026942818880300,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']","Biomedical Research, Nursing"
A patient with a retinal degeneration disease you've been treating for years approaches you after a sudden increase inquiring about regenerative medicine techniques being performed in Japan and asks if he can be treated with that therapy. What are the first steps to determining if that's a realistic possibility for the patient?,0.26563226636807700,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario']","Biomedical Research, Nursing"
"A 55 year old male patient describes the sudden appearance of a slight tremor and having noticed his handwriting getting smaller, what are the possible ways you'd find a diagnosis?",0.1688932979690020,[],
"Imagine a young man who frequently experiences extreme fatigue, joint pain, and a persistent butterfly-shaped rash across his face. He also notices recurrent mouth ulcers and sensitivity to sunlight. What is the most guiding symptom of a Lupus as a diagnose?",0.18096162319174900,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Generalist physician
What findings could be appear on the RxTx of the previous patient?,0.36115600622928200,['Open-ended question that is potentially ambiguous'],Generalist physician
"While administering tests for management of sarcoidosis, If immunoglobulins are negative, what differential diagnoses would you propose?",0.3480304929388550,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Generalist physician
"HIV is highly prevalent in Africa, suppose there are more black people in Africa compared to other ethnic groups, could this be genetic disposition?",0.33536142477738000,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Research scientist
What is the sexually transmitted disease HPV?,0.2860272055758840,['Summarization of information on a topic'],Chemistry in the clinical area
"If a patient comes to the clinic after obtaining a positive result in a PCR test for HPV-16, what would be the recommendations?",0.34864375499942900,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Chemistry in the clinical area
"If a patient comes to the office for genital warts, what would be the treatment that would be given?",0.4955974986100100,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Chemistry in the clinical area
"Is ""Ethics Dumping"" still a common practice in less developed countries? ",0.2780574533558330,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']",Clinical Research
"Imagine a world without Bioethics in Clinical Research, what would be the role of the human being in this scenario?",0.41357276605389400,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Clinical Research
What are the most encountered barriers in clinical research related to Bioethics?,0.40939525883617500,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Clinical Research
What herbal drugs are licensed for SARS-CoV-2 treatment?,0.3005195107994940,['Directed question that has a single unambiguous answer'],Virology
Provide research sources of in vitro analysis of antiviral abilities of Nigerian herbs against sars cov 2.,0.10963412282569400,['Request for a list of resources where one can find more information'],Virology
Protein Load is know to inhibit the antiviral ability of chlorous acid. Why does bovine serum albumin enhance it's antiviral effect in vitro? ,0.5158949232751050,['Directed question that has a single unambiguous answer'],Virology
What is the treatment for patients with bacterial tonsillitis who are allergic to penicillin?,0.4551805876381290,['Open-ended question that is potentially ambiguous'],General Medicine 
What sign is observed in the barium esophagram in patients with achalasia?,0.5946610276417220,['Directed question that has a single unambiguous answer'],General Medicine 
What are the cardinal symptoms of laryngotracheitis?,0.42703395672105300,['Summarization of information on a topic'],General Medicine 
What is the contraception method of election when a woman can't take estrogen?,0.25214295388487400,['Open-ended question that is potentially ambiguous'],General medicine 
"A 6-month-old patient is taken to consult by his mother, who reports delayed growth in her son, as well as changes in the dentition, recurrent vomiting, uncoordinated movements, and difficult-to-control seizures. On physical examination, she is noted to have seborrheic skin, microcephaly, and a promiscuous jaw. Based on the clinical data presented by the patient, what syndrome does the patient present?",0.32194816818609000,['Question that describes a hypothetical scenario and asks a question based on this scenario'],General medicine 
"A 38-year-old woman who was traveling standing on a bus, supported by a vertical tube, when the bus hits head-on, she is projected forward without letting go of the tube, causing abduction and lateral rotation of the right shoulder. She presents very intense pain in the shoulder, with functional disability of the extremity. She is taken to the emergency department 1.5 hours after the accident, with his right arm next to her body, holding her forearm with his left hand. She is given immediate treatment and is immobilized for 3 weeks. Based on the mechanism of injury, the probable diagnosis in this patient is:",0.18740046896179800,['Question that describes a hypothetical scenario and asks a question based on this scenario'],General medicine 
"During a squat, if the knees fall inwards which muscle are weak?",0.3063693395348400,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Orthopedics and Physiotherapist
If a patient's X ray has dark spots on the chest what does it mean?,0.15451943025479100,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Orthopedics and Physiotherapist
Describe treatment methods of congenital Talipes equinovarus.,0.15370848010482000,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Orthopedics and Physiotherapist
What are the most common injuries in childhood among Hispanic families?,0.4049405403383550,['Open-ended question that is potentially ambiguous'],Medical Primary Care 
A 60 years old woman comes to the office asking for pain medication. She has a history of opioid addiction and uncontrolled high blood pressure. Under what circumstances I should referred her to the hospital?,0.2301480590985240,[],
"A 27 year old male comes to the office after finding an insect inside of his left ear canal. Legs are visible and it is alive, every time it moves it provokes pain to the patient. How should I remove the insect without harming my patient or the eardrum?",0.6434968181582580,['Advice or suggestions on how to approach a problem'],Medical Primary Care 
How much tumor free margin should be left in a melanoma more than 6mm deep?,0.3656926106500710,['Directed question that has a single unambiguous answer'],Surgeon
What is the treatment of choice for a basal cell carcinoma located at the palpebral margin of the eye?,0.5867484497733750,['Directed question that has a single unambiguous answer'],Surgeon
"Suppose a 22 year old patient comes to the clinic with microcalcifications in both breasts, with family members diagnosed with breast cancer, at what age should a mastography be started?",0.3077223876831210,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Surgeon
What kind of advice can I give to a parent with a child with vocal nodules?,0.16953387775628100,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Speech and Language Therapy
What classroom strategies are there for DLD?,0.2970288646822190,['Advice or suggestions on how to approach a problem'],Speech and Language Therapy
What kind of advice can I give to a parent with a child with ADHD and a speech disorder?,0.4448146411958590,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Speech and Language Therapy
What is the diagnostic criteria for Anorexia Nervosa?,0.5137989970885810,['Directed question that has a single unambiguous answer'],Clinical Psychology
What is the evidence base for CBT for depression?,0.267132538997155,['Summarization of information on a topic'],Clinical Psychology
"If you were supervising a clinical team, how would you work with a team member who was defensive about feedback?",0.43070504070123300,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Clinical Psychology
What is the condition that is associated with Carhartt’s Notch?,0.22556126142006300,['Directed question that has a single unambiguous answer'],Audiology
What are the two types of hearing loss?,0.6994210369478150,['Directed question that has a single unambiguous answer'],Audiology
A patient is suffering from vertigo and tinnitus. What would you advice them to do to alleviate the symptoms?,0.29978866915739800,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Audiology
Is there any difference in time of threatment of patients COVID+ who were using pulmonary rehabilitation and those who did not?,0.32264056634496400,['Open-ended question that is potentially ambiguous'],Physical Medicine and Rehabilitation also COVID patients
Imagine you have a patient after hip surgery (14days passed) write me a rehabilitation plan for this patient.,0.3127197582534750,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Physical Medicine and Rehabilitation also COVID patients
What is the treatment for blood vessel clogging?,0.4001748849713050,['Directed question that has a single unambiguous answer'],Image guided therapy 
What do you think the future of image guided therapy is?,0.28784559791220400,['Request for opinion on a topic'],Image guided therapy 
How can AI better support image guided therapy procedures? What could be the approach or use of AI of heart treatment?,0.40245344765618100,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Image guided therapy 
What is the first step to do in a patient with a VF?,0.40708163908662700,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Doctor of Medicine
Which surgery would be the best option for a patient with central stenosis that epidural injections failed?,0.36321118672084000,['Open-ended question that is potentially ambiguous'],Doctor of Medicine
How to treat a patient with 80% of his body with 3rd grade burnings?,0.33069489119851100,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Doctor of Medicine
A patient is allergic to the only medication suitable for curing them. What do you do?,0.39592592489567200,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Dispensery
Do toxic chemicals become more or less toxic when they expire?,0.4570926205737900,['Open-ended question that is potentially ambiguous'],Dispensery
What is the interaction between Anaerobyl and Alcohol on the human system?,0.2696099492505310,['Directed question that has a single unambiguous answer'],Dispensery
"New born to term. At minute 1, heart rate: 120 beats per minute, vigorous crying, pink color, limbs with good tone, slight expiratory groan. What APGAR score does this patient have?",0.3027744822334640,['Question that describes a hypothetical scenario and asks a question based on this scenario'],General medical
"7-year-old female, fever 38.2, cough with sputum, tonsillar hypertrophy, cervical adenopathies. Mention the best handling for this patient.",0.048690725535104300,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",General medical
Mention the clinical importance of the  tricarboxylic acid cycle and why medical students need to study it.,0.6403388560830230,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']",General medicine
"If the patient shows multiple symptoms indicating 3 diseases, how do we closely determine and eradicate the diseases?",0.4544581774093880,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Family medicine 
How can we reduce patient surgery backlog in Canada?,0.31590393658527500,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Family medicine 
"If a patient is allergic to a medicinal ingredient that is the only cure for their disease, how can we ensure patient safety during diagnosis and treatment?",0.6135524331435980,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Family medicine 
Is it possible to compound intrathecal methotrexat?,0.27830421310056200,"['Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Oncology Pharmacist 
"Suppose there is a 3 years old patient with asthma crisis management, history of severe asthma crisis. Is it recomended for them to be hospitalized?",0.18062726645284700,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pediatrician
What's the best treatment option for an asthma crisis on a pediatric patient?,0.29811489760119900,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']",Pediatrician
"Suppose there is a 12 year old with suicide attempted, is it recommendable to do a psychiatrist intervention?",0.2575348453469040,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pediatrician
Imagine we have a Patient Reported Outcome questionnaire that measures quality of life and has 3 different dimensions. What would be the best approach to analyzing the item adequacy of this instrument?,0.4468226914802770,['Advice or suggestions on how to approach a problem'],Pharmaceutical industry
Imagine we have a patient with a diagnosis of severe depression. What would be the best combination of treatments that could improve his mental health status?,0.23001726987165900,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmaceutical industry
How the 3rd generation therapies in psychology an improvement compared to the previous ones?,0.3391821718219380,['Open-ended question that is potentially ambiguous'],Pharmaceutical industry
"56 year old, male patient, rushed to the ER for presenting symptoms such as: tachycardia, diaphoresis, dyspnea, and a strong pain on his chest that irradiates to his chin and left arm. What is the most likely diagnosis and what tests are essential for this patient?",0.36400787124280600,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Cardiology
Which drug for cardiac insufficiency is contraindicated in a patient that has kidney failure? ,0.2565484373687970,['Directed question that has a single unambiguous answer'],Cardiology
"67 year old male, refers to present chest pain and dyspnea that appears when he walks 2 or 3 blocks, he has had this symptoms for 3 weeks so far, he has diabetes type 2 that was diagnosed 15 years ago and uses insulin to treat it, but does not follow his schedule and takes it whenever he remembers to, also had AIM 3 years ago. What is the diagnosis for this patient and mention 3 differential diagnosis?",0.2512466324514360,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Cardiology
What legislation underpins assessment of children with disabilities for social care support?,0.6314696382219960,['Directed question that has a single unambiguous answer'],social worker
How should I engage with a non-verbal child to gather their views?,0.13853858241813900,['Advice or suggestions on how to approach a problem'],social worker
Should buyers of antibiotics also be recommended protective drugs containing bacterial cultures?,0.4840805894374790,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Pharmacist
Should expectorant or antitussive syrup be recommended for a wet cough?,0.25287870432016900,['Directed question that has a single unambiguous answer'],Pharmacist
What can severe pain in the right side of the belly button indicate?,0.5181721479375300,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacist
Sickle cells are characteristic from which kind of disease?,0.495974089778412,['Directed question that has a single unambiguous answer'],Clinical Laboratory
"Patient with high level of glucose in fasting conditions but after the screening test does not show increased level of it, could they be considered diabetic?",0.34641160208476800,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Clinical Laboratory
How can we treat infection caused by Neisseria gonorrhoeae?,0.3682284056900540,['Directed question that has a single unambiguous answer'],Clinical Laboratory
"Thinking that we want to design an experiment with 3 groups, in which we observe significant differences, what would be the appropriate number of animals that we need to use?",0.39083913323394100,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Neuroscience researcher
"In your experience, what are the most appropriate treatments for a patient with sciatic nerve injury?",0.3355927228329720,['Advice or suggestions on how to approach a problem'],Neuroscience researcher
What is your opinion on the spontaneous regeneration of axons in the peripheral nervous system?,0.6837262095893880,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']",Neuroscience researcher
Indicate the correct dosage range of ibuprofen for a child of age 9 and 32 kilos.,0.28585001963591100,['Directed question that has a single unambiguous answer'],Pharmacy field
"A patient has prescribed losartan and bisoprolol to treat their hypertension, however, they have developed an allergy to one of the excipients of bisoprolol. What is the correct course of action to take by the pharmacist?",0.5044849186538740,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacy field
Design an algorithm of hypertension drugs to help the clinician make the best medication choice according to the patient and their health characteristics.,0.24737261277168200,['Summarization of information on a topic'],Pharmacy field
"A counselor has a client who has come to counseling to process a particularly difficult relationship breakdown.  After numerous sessions the counsellor realises that they are counselling both people involved in the relationship breakup, thus there is a conflict of interest. What does the counselor do?",0.3002385285673890,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychotherapy
What are the common approaches to coping with periods of acute dis-regulation?,0.22318646389891400,['Advice or suggestions on how to approach a problem'],Psychotherapy
"A client who has a feeling that they have been abused in childhood, has no real memory of the abuse and struggles with emotional dis-regulation in adulthood, cannot form lasting bonds with people, is of a dissorganised attachment style, has come to therapy to work on understanding the abuse they may have experienced in childhood with the hope that this will make them better. What are the steps a therapist must take in providing a secure and safe environment for the client to begin to address their trauma?",0.6221972065581710,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychotherapy
Teach me PCR in three sentences.,0.04995759242607360,['Summarization of information on a topic'],biomedical science
"The prevalence of malaria in Africa is tied to its disease vector control, what are the possible potential options that can be explored in the eradication of malaria in Africa?",0.5275868673579720,['Open-ended question that is potentially ambiguous'],biomedical science
"I am a new intern in the blood transfusion laboratory, please write a standard SOP for me for preparing a fresh frozen plasma.",0.03299125272246430,['Question that describes a hypothetical scenario and asks a question based on this scenario'],biomedical science
Should we inform patients that homeopathic medicines don't work?,0.08495749351847700,['Directed question that has a single unambiguous answer'],Pharmacy
Why we do not check exact ingredients of dietary supplements?,0.40113306063127700,['Open-ended question that is potentially ambiguous'],Pharmacy
Patient comes everyday and buys OTC medicine with an ingredient that is addictive. What can I do?,0.44091186285741100,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacy
When would you start antibiotic in a acute pharingitis?,0.2269366942273880,['Advice or suggestions on how to approach a problem'],medical profesional based in family medicine
What is the first radiological sign of fetal death?,0.5540132717258320,['Directed question that has a single unambiguous answer'],medical profesional based in family medicine
What is the initial treatment for anal fissures?,0.40450822977859300,['Summarization of information on a topic'],medical profesional based in family medicine
"A patient who is a smoker has a lesion on his mouth that causes pain, could it be a carcinoma?",0.40740643305905000,['Question that describes a hypothetical scenario and asks a question based on this scenario'],dentist
What is the best anesthesia for diabetic patients?,0.28218066422197100,['Directed question that has a single unambiguous answer'],dentist
How does smoking affect periodontal disease?,0.564801572147253,['Open-ended question that is potentially ambiguous'],dentist
How can a clinician confirm that a patient with a headache has subarachnoid hemorrhage ?,0.2361527640779230,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",internal medicine
When does a chronic lympocytic leukemia transform to a diffuse large b cell lymphoma?,0.13792236045067200,['Open-ended question that is potentially ambiguous'],internal medicine
A 30 year old primigravid pregnant woman walks into the clinic complaining of intense contractions that last. How can a physician differentiate between true onset of labour and braxton hicks contractions?,0.3839195056222580,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",internal medicine
What are the most common translocations associated with chronic myeloid leukemia? ,0.594307349358903,['Directed question that has a single unambiguous answer'],Oncology 
My child has been having easy bruising and fatigue for the past 6 months. Recently his labs came back and his total lymphocyte count was elevated. The diagnosis given to me by the doctor was acute lymphoblastic leukemia. What is it and what is the prognosis? ?,0.7062748911524970,[],
"Give that I'm 23 years old, smoking 12 cigarettes daily for the past three years, with history of dyslipidemia, which types of cancer am I most prone to get?",0.4064079753321310,[],
What are signs of a patient experiencing sepsis?,0.35860341205487500,['Summarization of information on a topic'],Pharmacist
"If a patient comes in having shortness of breath, what are potential treatment options?",0.39489137352494300,['Open-ended question that is potentially ambiguous'],Pharmacist
"A patient comes in with shortness of breath and pulmonary oedema, what are the differental diagonosis?",0.4251167837711870,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacist
"How can we classify studies conducted by transgender people? As the gender they define themselves as or as a separate category, transgender people?",0.3277598893984430,['Open-ended question that is potentially ambiguous'],I am a nursing and dentistry teacher
"A patient with early dementia. This person is being given all possible care and is living a happy life surrounded by family members who are helping him through the process. The problem is that the patient has made a provision in his living will that if at any time his dementia becomes limiting, he will request euthanasia. That moment will come, but this person is happy now. Should the decision he made when he was mentally fit be applied, or, taking into account that he is happy, should he be allowed to live longer?",0.44067273256512000,['Question that describes a hypothetical scenario and asks a question based on this scenario'],I am a nursing and dentistry teacher
"A person who does not like working with people but is passionate about medicine. Knowing that he/she will not be happy practicing, is it worthwhile for him/her to finish such a difficult career just for vocation? ",0.18836388106689200,['Open-ended question that is potentially ambiguous'],I am a nursing and dentistry teacher
"A patient receiving treatment including cisplatin, paclitaxel, and pembrolizumab develops worsening shortness of breath one week after her third dose of treatment. What possible problems could she have developed and what should studies should be included in her initial workup?",0.32186618204088200,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Oncology
What is the impact of consultation duration in efficacy of health results obtained in the long term? Where can I find more information to help me gauge the impact of the amount of time spent with the patient in each consultation?,0.34341130672551500,"['Summarization of information on a topic', 'Request for a list of resources where one can find more information']",Family Medicine
"When a patient is started on biologic medications, it is important to rule out latent infections like tuberculosis, and complete certain vaccination schemes. Can you compile which of these attitudes are recommended for each different biologic treatment used in rheumatology?",0.1832914664434240,['Summarization of information on a topic'],Family Medicine
"In a 55 year-old patient whose cardiovascular risk factors are dislipidemia (assume a c-LDL of 150 mg/dL) and smoking (assume 20 cigarettes/day, for 20 years), if you could only choose one, which of the following would have a greater impact in reducing cardiovascular risk: smoking cessation, or starting atorvastatin 20 mg, once daily?",0.18606528465514700,['Directed question that has a single unambiguous answer'],Family Medicine
How often should I brush and floss my teeth?,0.43687145759577800,['Open-ended question that is potentially ambiguous'],Dentistry
Should you put bond when you do fissure sealants?,0.4414381582418340,['Directed question that has a single unambiguous answer'],Dentistry
Should you extract third molars prolifically?,0.26398597162802100,['Open-ended question that is potentially ambiguous'],Dentistry
Which PPI should not be given with clopidogrel?,0.3708908529404190,['Directed question that has a single unambiguous answer'],pharmacist
When someone takes warfarin what are the vegetables that should be avoided?,0.25864636948529900,['Open-ended question that is potentially ambiguous'],pharmacist
What are the side effects of ACEIs?,0.35949517998222800,['Summarization of information on a topic'],pharmacist
Does the medical field require one to be consumed by drugs rather than holistic medicines?,0.3010207459904370,['Open-ended question that is potentially ambiguous'],Sales rep in medicines
Do you think cognitive behavioural therapy can work for psychosis?,0.3508561254668520,['Request for opinion on a topic'],Psychology
How do you adapt cognitive stimulation therapy for individuals with a learning disability?,0.4358356958505770,['Advice or suggestions on how to approach a problem'],Psychology
Which books are the best for child and youth psychiatry?,0.26897963655374100,['Request for a list of resources where one can find more information'],Psychotherapy
What is known about the switch that occurs between patients with latent HIV and active infection?,0.4868840245964560,['Summarization of information on a topic'],Virologist
What has caused the recent stock problems in HRT?,0.45413310305641800,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']",Pharmacy
How long will it take for a child to speak with therapy?,0.42353025138046700,['Open-ended question that is potentially ambiguous'],Speech and Language Therapy - children's therapy
What would be the best methodological approach to study microRNAs as therapeutic targets in HIV patients?,0.4136075207230620,['Advice or suggestions on how to approach a problem'],Virologist
Why do people look down on healthcare workers?,0.30373504971724100,['Open-ended question that is potentially ambiguous'],Healthcare 
What's the best treatment for fibromyalgia?,0.24637653783391200,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Request for a list of resources where one can find more information']",Family Medicine 
What is the mechanism of action of the drug warfarin and how does it interact with other medications?,0.3466562052082850,['Summarization of information on a topic'],Pharmacist 
What is your opinion on euthanasia?,0.3018402881588170,['Request for opinion on a topic'],Biomedical Science 
What are some early detection methods for Glomus tympanum?,0.29082775743441100,['Directed question that has a single unambiguous answer'],Biomedical engineering. Main area of work is developing primary health care equipment.
What the exact differences are between the male and the female brain?,0.44329283303195000,"['Summarization of information on a topic', 'Request for a list of resources where one can find more information']",psychiatrist
A person who has been unemployed for 20 years due to mental health problems would like to get a job. What support might you offer?,0.22676452835772600,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Occupational Therapy
"What are the differential diagnosis for a patient who presents with fever, respiratory distress and high blood pressure?",0.5498421265989970,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Patient Safety
Which options for therapy are there for ADHD in children?,0.2877235372284350,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Psychotherapy
How can you manage your patient expectations?,0.331589861499531,['Open-ended question that is potentially ambiguous'],Aesthetic
What cardiac condition affects neonates born to diabetic mothers?,0.2555577363681390,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Paediatrics
What is known about DNA methylation profiles in patients with latent HIV-1 or with an active infection?,0.30822269667429300,['Summarization of information on a topic'],Virologist
Does foot ulcer need a diet change rather than using iodine based medicines for it?,0.28449710943321700,['Request for a list of resources where one can find more information'],Sales rep in medicines
A patient presents to your clinic with a first episode psychosis. What are the NICE recommended treatments for this issue?,0.4276246546425870,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Psychiatry
How would you deal with a potentially abusive coworker?,0.23583708603599500,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Support Work
"In the context of immune related blistering skin disorders, what are the potential causes for a false positive skin antibody on a blood test?",0.18528392846920500,['Open-ended question that is potentially ambiguous'],Dermatology
What are the most effective therapeutic interventions for treating depression?,0.2546857077888830,['Open-ended question that is potentially ambiguous'],psychiatrist
How do you approach a doctor as a nurse if you think he administered a wrong medication for the symptoms of the patient? ,0.22195605665472300,['Request for opinion on a topic'],registered nurse in trauma
How do I explain the difference between a language disorder and a language delay?,0.44926352990085800,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Speech and Language Therapy - children's therapy
"In status epilepticus after 1st and 2nd line treatment with benzodiazepines, should I load the patient with phenytoin or levetiracetam?",0.441638238646177,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem']",Emergency Paediatrics
