Key,Cosine Similarity,Question Type,Specific Field
Name 3 types of therapies for a patient.,0.2808888050521421,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Clinical Psychologist
"A girl does not go on her periods for a month and is complaining that she feels tired most of the time and gets dizzy, Just recently she started vomiting especially in the morning. What do her symptoms suggest?",0.35003780243120247,['Question that describes a hypothetical scenario and asks a question based on this scenario'],midwifery
What is a bacteria?,0.34045767245787567,['Directed question that has a single unambiguous answer'],Biomedical technologist
A child was brought into the hospital and she was having a high fever and showing signs of boils on her mouth. What would be the first step in identifying the type of bacteria that is responsible for boils?,0.6610976033533107,['Directed question that has a single unambiguous answer'],Biomedical technologist
What diseases are caused by pathogenic bacteria?,0.34653142133081205,['Request for a list of resources where one can find more information'],Biomedical technologist
Which type of hearing loss do you expect an ex miner to have?,0.3523055444382958,['Open-ended question that is potentially ambiguous'],Audiologist
Can patients with unilateral hearing loss benefit from cochlear implant?,0.4339130350888929,['Open-ended question that is potentially ambiguous'],Audiologist
A 3 month old baby was seen by an Audiologist.mom reported that he’s been pulling his ear a lot. The Audiologist did tympanommetry and got type B typos. What’s likely to be the problem?,0.4794775566110733,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Audiologist
"With blood having different types of cells, why do you think blood is red?",0.6735561892059277,['Open-ended question that is potentially ambiguous'],Nursing
"In an emergency room, 3 people are wheeled in, in different states or conditions, one being hit on the head with a glass bottle, one with a bone sticking out of their leg and the other with a abnormally high temperature. According to the emergency scale, who will be first priority?",0.632730444926581,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Nursing
"In every health facility there are certain health standards that need to be maintained, one being putting people first before your needs. A patient walks in as you are about to go on a lunch break, and complains about waiting over 5 hours to be attended to and feels their sugar levels(as a Diabetic) has dropped significantly and feels nauseous. What do you as a health worker do?",0.568473637756863,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Casualty Nurse
What is the most important factors for Nurses in Intensive care unit to deliver proper care?,0.44147274516151586,['Directed question that has a single unambiguous answer'],Intensive Care
If we update our curriculum for the intensive care unit nurses will it benefit for us?,0.4271619245717449,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Intensive Care
What is your opinion for Advanced Nurses Practitioner In ICU?,0.5732970020038147,['Request for opinion on a topic'],Intensive Care
How does a COVID infection relate to anxiety and depression in previously healthy individuals?,0.5120802821598153,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']","Biomedical Research, Nursing"
A patient with a retinal degeneration disease you've been treating for years approaches you after a sudden increase inquiring about regenerative medicine techniques being performed in Japan and asks if he can be treated with that therapy. What are the first steps to determining if that's a realistic possibility for the patient?,0.7707950502279688,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario']","Biomedical Research, Nursing"
"A 55 year old male patient describes the sudden appearance of a slight tremor and having noticed his handwriting getting smaller, what are the possible ways you'd find a diagnosis? ",0.42889511370421673,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']","Biomedical Research, Nursing"
"Imagine a young man who frequently experiences extreme fatigue, joint pain, and a persistent butterfly-shaped rash across his face. He also notices recurrent mouth ulcers and sensitivity to sunlight. What is the most guiding symptom of a Lupus as a diagnose?",0.6961176970958716,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Generalist physician
What findings could be appear on the RxTx of the previous patient?,0.12035846625830074,['Open-ended question that is potentially ambiguous'],Generalist physician
"While administering tests for management of sarcoidosis, If immunoglobulins are negative, what differential diagnoses would you propose?",0.16676639165244037,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Generalist physician
"HIV is highly prevalent in Africa, suppose there are more black people in Africa compared to other ethnic groups, could this be genetic disposition?",0.38612921202918715,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Research scientist
What is the sexually transmitted disease HPV?,0.42041028825851406,['Summarization of information on a topic'],Chemistry in the clinical area
"If a patient comes to the clinic after obtaining a positive result in a PCR test for HPV-16, what would be the recommendations?",0.5607092531721749,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Chemistry in the clinical area
"If a patient comes to the office for genital warts, what would be the treatment that would be given?",0.4622387722836693,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Chemistry in the clinical area
"Is ""Ethics Dumping"" still a common practice in less developed countries? ",0.5282671628020816,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']",Clinical Research
"Imagine a world without Bioethics in Clinical Research, what would be the role of the human being in this scenario?",0.6233789453361607,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Clinical Research
What are the most encountered barriers in clinical research related to Bioethics?,0.7115569397977584,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Clinical Research
What herbal drugs are licensed for SARS-CoV-2 treatment?,0.5371981166101527,['Directed question that has a single unambiguous answer'],Virology
Provide research sources of in vitro analysis of antiviral abilities of Nigerian herbs against sars cov 2.,0.350812277771799,['Request for a list of resources where one can find more information'],Virology
Protein Load is know to inhibit the antiviral ability of chlorous acid. Why does bovine serum albumin enhance it's antiviral effect in vitro? ,0.5010810246962933,['Directed question that has a single unambiguous answer'],Virology
What is the treatment for patients with bacterial tonsillitis who are allergic to penicillin?,0.4852050806357616,['Open-ended question that is potentially ambiguous'],General Medicine 
What sign is observed in the barium esophagram in patients with achalasia?,0.7736972861250951,['Directed question that has a single unambiguous answer'],General Medicine 
What are the cardinal symptoms of laryngotracheitis?,0.3811954735092326,['Summarization of information on a topic'],General Medicine 
What is the contraception method of election when a woman can't take estrogen?,0.1901209973494358,['Open-ended question that is potentially ambiguous'],General medicine 
"A 6-month-old patient is taken to consult by his mother, who reports delayed growth in her son, as well as changes in the dentition, recurrent vomiting, uncoordinated movements, and difficult-to-control seizures. On physical examination, she is noted to have seborrheic skin, microcephaly, and a promiscuous jaw. Based on the clinical data presented by the patient, what syndrome does the patient present?",0.2800373430482166,['Question that describes a hypothetical scenario and asks a question based on this scenario'],General medicine 
"A 38-year-old woman who was traveling standing on a bus, supported by a vertical tube, when the bus hits head-on, she is projected forward without letting go of the tube, causing abduction and lateral rotation of the right shoulder. She presents very intense pain in the shoulder, with functional disability of the extremity. She is taken to the emergency department 1.5 hours after the accident, with his right arm next to her body, holding her forearm with his left hand. She is given immediate treatment and is immobilized for 3 weeks. Based on the mechanism of injury, the probable diagnosis in this patient is:",0.2642058242497403,['Question that describes a hypothetical scenario and asks a question based on this scenario'],General medicine 
"During a squat, if the knees fall inwards which muscle are weak?",0.5928108776687504,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Orthopedics and Physiotherapist
If a patient's X ray has dark spots on the chest what does it mean?,0.2642956914492284,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Orthopedics and Physiotherapist
Describe treatment methods of congenital Talipes equinovarus.,0.5619198956039266,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Orthopedics and Physiotherapist
What are the most common injuries in childhood among Hispanic families?,0.4412528701139374,['Open-ended question that is potentially ambiguous'],Medical Primary Care 
A 60 years old woman comes to the office asking for pain medication. She has a history of opioid addiction and uncontrolled high blood pressure. Under what circumstances I should referred her to the hospital? ,0.4268905241643549,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Medical Primary Care 
"A 27 year old male comes to the office after finding an insect inside of his left ear canal. Legs are visible and it is alive, every time it moves it provokes pain to the patient. How should I remove the insect without harming my patient or the eardrum?",0.6613376624317767,['Advice or suggestions on how to approach a problem'],Medical Primary Care 
How much tumor free margin should be left in a melanoma more than 6mm deep?,0.5151646735481586,['Directed question that has a single unambiguous answer'],Surgeon
What is the treatment of choice for a basal cell carcinoma located at the palpebral margin of the eye?,0.5567846359522163,['Directed question that has a single unambiguous answer'],Surgeon
"Suppose a 22 year old patient comes to the clinic with microcalcifications in both breasts, with family members diagnosed with breast cancer, at what age should a mastography be started?",0.4645820176010179,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Surgeon
What kind of advice can I give to a parent with a child with vocal nodules?,0.4289764773331962,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Speech and Language Therapy
What classroom strategies are there for DLD?,0.4427437459568331,['Advice or suggestions on how to approach a problem'],Speech and Language Therapy
What kind of advice can I give to a parent with a child with ADHD and a speech disorder?,0.6372772487299975,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Speech and Language Therapy
What is the diagnostic criteria for Anorexia Nervosa?,0.8071219782862173,['Directed question that has a single unambiguous answer'],Clinical Psychology
What is the evidence base for CBT for depression?,0.41903477566849273,['Summarization of information on a topic'],Clinical Psychology
"If you were supervising a clinical team, how would you work with a team member who was defensive about feedback?",0.4708020802956191,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Clinical Psychology
What is the condition that is associated with Carhartt’s Notch?,0.3461598750169059,['Directed question that has a single unambiguous answer'],Audiology
What are the two types of hearing loss?,0.7582666538915415,['Directed question that has a single unambiguous answer'],Audiology
A patient is suffering from vertigo and tinnitus. What would you advice them to do to alleviate the symptoms?,0.47152752679230975,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Audiology
Is there any difference in time of threatment of patients COVID+ who were using pulmonary rehabilitation and those who did not?,0.5484466600217288,['Open-ended question that is potentially ambiguous'],Physical Medicine and Rehabilitation also COVID patients
Imagine you have a patient after hip surgery (14days passed) write me a rehabilitation plan for this patient.,0.5000997481156212,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Physical Medicine and Rehabilitation also COVID patients
What is the treatment for blood vessel clogging?,0.3913249192338667,['Directed question that has a single unambiguous answer'],Image guided therapy 
What do you think the future of image guided therapy is?,0.6355407630101998,['Request for opinion on a topic'],Image guided therapy 
How can AI better support image guided therapy procedures? What could be the approach or use of AI of heart treatment?,0.6301507385016366,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Image guided therapy 
What is the first step to do in a patient with a VF?,0.2885063029566714,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Doctor of Medicine
Which surgery would be the best option for a patient with central stenosis that epidural injections failed?,0.6026472948127642,['Open-ended question that is potentially ambiguous'],Doctor of Medicine
How to treat a patient with 80% of his body with 3rd grade burnings?,0.3353561916883846,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Doctor of Medicine
A patient is allergic to the only medication suitable for curing them. What do you do?,0.482413303480651,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Dispensery
Do toxic chemicals become more or less toxic when they expire?,0.46719098772330037,['Open-ended question that is potentially ambiguous'],Dispensery
What is the interaction between Anaerobyl and Alcohol on the human system?,0.5249120060758933,['Directed question that has a single unambiguous answer'],Dispensery
"New born to term. At minute 1, heart rate: 120 beats per minute, vigorous crying, pink color, limbs with good tone, slight expiratory groan. What APGAR score does this patient have?",0.4677140686262631,['Question that describes a hypothetical scenario and asks a question based on this scenario'],General medical
"7-year-old female, fever 38.2, cough with sputum, tonsillar hypertrophy, cervical adenopathies. Mention the best handling for this patient.",0.4304285835947905,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",General medical
Mention the clinical importance of the  tricarboxylic acid cycle and why medical students need to study it.,0.581408732573474,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']",General medicine
"If the patient shows multiple symptoms indicating 3 diseases, how do we closely determine and eradicate the diseases?",0.5876236437678132,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Family medicine 
How can we reduce patient surgery backlog in Canada?,0.3140875883243911,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Family medicine 
"If a patient is allergic to a medicinal ingredient that is the only cure for their disease, how can we ensure patient safety during diagnosis and treatment?",0.5803871325729799,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Family medicine 
Is it possible to compound intrathecal methotrexat?,0.45303629708437576,"['Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Oncology Pharmacist 
"Suppose there is a 3 years old patient with asthma crisis management, history of severe asthma crisis. Is it recomended for them to be hospitalized?",0.24909964254077802,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pediatrician
What's the best treatment option for an asthma crisis on a pediatric patient?,0.33790049558520435,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']",Pediatrician
"Suppose there is a 12 year old with suicide attempted, is it recommendable to do a psychiatrist intervention?",0.48121482921146513,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pediatrician
Imagine we have a Patient Reported Outcome questionnaire that measures quality of life and has 3 different dimensions. What would be the best approach to analyzing the item adequacy of this instrument?,0.554933894873145,['Advice or suggestions on how to approach a problem'],Pharmaceutical industry
Imagine we have a patient with a diagnosis of severe depression. What would be the best combination of treatments that could improve his mental health status?,0.49924184767233,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmaceutical industry
How the 3rd generation therapies in psychology an improvement compared to the previous ones?,0.5963167942646859,['Open-ended question that is potentially ambiguous'],Pharmaceutical industry
"56 year old, male patient, rushed to the ER for presenting symptoms such as: tachycardia, diaphoresis, dyspnea, and a strong pain on his chest that irradiates to his chin and left arm. What is the most likely diagnosis and what tests are essential for this patient?",0.33854457611746497,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Cardiology
Which drug for cardiac insufficiency is contraindicated in a patient that has kidney failure? ,0.2737999458246069,['Directed question that has a single unambiguous answer'],Cardiology
"67 year old male, refers to present chest pain and dyspnea that appears when he walks 2 or 3 blocks, he has had this symptoms for 3 weeks so far, he has diabetes type 2 that was diagnosed 15 years ago and uses insulin to treat it, but does not follow his schedule and takes it whenever he remembers to, also had AIM 3 years ago. What is the diagnosis for this patient and mention 3 differential diagnosis?",0.5007227867737722,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Cardiology
What legislation underpins assessment of children with disabilities for social care support?,0.7733229390764789,['Directed question that has a single unambiguous answer'],social worker
How should I engage with a non-verbal child to gather their views?,0.46829912933389706,['Advice or suggestions on how to approach a problem'],social worker
Should buyers of antibiotics also be recommended protective drugs containing bacterial cultures?,0.5041272718312427,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Pharmacist
Should expectorant or antitussive syrup be recommended for a wet cough?,0.3652434949351081,['Directed question that has a single unambiguous answer'],Pharmacist
What can severe pain in the right side of the belly button indicate?,0.6573718642886356,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacist
Sickle cells are characteristic from which kind of disease?,0.1469246411852297,['Directed question that has a single unambiguous answer'],Clinical Laboratory
"Patient with high level of glucose in fasting conditions but after the screening test does not show increased level of it, could they be considered diabetic?",0.33881012727546267,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Clinical Laboratory
How can we treat infection caused by Neisseria gonorrhoeae?,0.40283957586054064,['Directed question that has a single unambiguous answer'],Clinical Laboratory
"Thinking that we want to design an experiment with 3 groups, in which we observe significant differences, what would be the appropriate number of animals that we need to use?",0.5457442534646803,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Neuroscience researcher
"In your experience, what are the most appropriate treatments for a patient with sciatic nerve injury?",0.6072432483938054,['Advice or suggestions on how to approach a problem'],Neuroscience researcher
What is your opinion on the spontaneous regeneration of axons in the peripheral nervous system?,0.6176105317313265,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']",Neuroscience researcher
Indicate the correct dosage range of ibuprofen for a child of age 9 and 32 kilos.,0.35759131518106424,['Directed question that has a single unambiguous answer'],Pharmacy field
"A patient has prescribed losartan and bisoprolol to treat their hypertension, however, they have developed an allergy to one of the excipients of bisoprolol. What is the correct course of action to take by the pharmacist?",0.6730153302559438,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacy field
Design an algorithm of hypertension drugs to help the clinician make the best medication choice according to the patient and their health characteristics.,0.4593508004023406,['Summarization of information on a topic'],Pharmacy field
"A counselor has a client who has come to counseling to process a particularly difficult relationship breakdown.  After numerous sessions the counsellor realises that they are counselling both people involved in the relationship breakup, thus there is a conflict of interest. What does the counselor do?",0.4374662425221356,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychotherapy
What are the common approaches to coping with periods of acute dis-regulation?,0.3643721440483205,['Advice or suggestions on how to approach a problem'],Psychotherapy
"A client who has a feeling that they have been abused in childhood, has no real memory of the abuse and struggles with emotional dis-regulation in adulthood, cannot form lasting bonds with people, is of a dissorganised attachment style, has come to therapy to work on understanding the abuse they may have experienced in childhood with the hope that this will make them better. What are the steps a therapist must take in providing a secure and safe environment for the client to begin to address their trauma?",0.5591537300400957,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychotherapy
Teach me PCR in three sentences.,0.47993126031187044,['Summarization of information on a topic'],biomedical science
"The prevalence of malaria in Africa is tied to its disease vector control, what are the possible potential options that can be explored in the eradication of malaria in Africa?",0.44252116596337704,['Open-ended question that is potentially ambiguous'],biomedical science
"I am a new intern in the blood transfusion laboratory, please write a standard SOP for me for preparing a fresh frozen plasma.",0.5696119327021955,['Question that describes a hypothetical scenario and asks a question based on this scenario'],biomedical science
Should we inform patients that homeopathic medicines don't work?,0.2704851529182096,['Directed question that has a single unambiguous answer'],Pharmacy
Why we do not check exact ingredients of dietary supplements?,0.4484894932146082,['Open-ended question that is potentially ambiguous'],Pharmacy
Patient comes everyday and buys OTC medicine with an ingredient that is addictive. What can I do?,0.6180415903179441,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacy
When would you start antibiotic in a acute pharingitis?,0.44267062597431744,['Advice or suggestions on how to approach a problem'],medical profesional based in family medicine
What is the first radiological sign of fetal death?,0.4659214486512327,['Directed question that has a single unambiguous answer'],medical profesional based in family medicine
What is the initial treatment for anal fissures?,0.5111285729365866,['Summarization of information on a topic'],medical profesional based in family medicine
"A patient who is a smoker has a lesion on his mouth that causes pain, could it be a carcinoma?",0.4583767244193255,['Question that describes a hypothetical scenario and asks a question based on this scenario'],dentist
What is the best anesthesia for diabetic patients?,0.2612309529031293,['Directed question that has a single unambiguous answer'],dentist
How does smoking affect periodontal disease?,0.5825271083022705,['Open-ended question that is potentially ambiguous'],dentist
How can a clinician confirm that a patient with a headache has subarachnoid hemorrhage ?,0.1509269540789471,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",internal medicine
When does a chronic lympocytic leukemia transform to a diffuse large b cell lymphoma?,0.3027778320415342,['Open-ended question that is potentially ambiguous'],internal medicine
A 30 year old primigravid pregnant woman walks into the clinic complaining of intense contractions that last. How can a physician differentiate between true onset of labour and braxton hicks contractions?,0.5799598774275442,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",internal medicine
What are the most common translocations associated with chronic myeloid leukemia? ,0.6495459648037241,['Directed question that has a single unambiguous answer'],Oncology 
My child has been having easy bruising and fatigue for the past 6 months. Recently his labs came back and his total lymphocyte count was elevated. The diagnosis given to me by the doctor was acute lymphoblastic leukemia. What is it and what is the prognosis? ? ,0.6328393798397283,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Oncology 
"Give that I'm 23 years old, smoking 12 cigarettes daily for the past three years, with history of dyslipidemia, which types of cancer am I most prone to get? ",0.5160474700502732,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Oncology 
What are signs of a patient experiencing sepsis?,0.3467192102076519,['Summarization of information on a topic'],Pharmacist
"If a patient comes in having shortness of breath, what are potential treatment options?",0.49579899400184674,['Open-ended question that is potentially ambiguous'],Pharmacist
"A patient comes in with shortness of breath and pulmonary oedema, what are the differental diagonosis?",0.35756732408888414,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacist
"How can we classify studies conducted by transgender people? As the gender they define themselves as or as a separate category, transgender people?",0.5555951768933196,['Open-ended question that is potentially ambiguous'],I am a nursing and dentistry teacher
"A patient with early dementia. This person is being given all possible care and is living a happy life surrounded by family members who are helping him through the process. The problem is that the patient has made a provision in his living will that if at any time his dementia becomes limiting, he will request euthanasia. That moment will come, but this person is happy now. Should the decision he made when he was mentally fit be applied, or, taking into account that he is happy, should he be allowed to live longer?",0.44802644282527515,['Question that describes a hypothetical scenario and asks a question based on this scenario'],I am a nursing and dentistry teacher
"A person who does not like working with people but is passionate about medicine. Knowing that he/she will not be happy practicing, is it worthwhile for him/her to finish such a difficult career just for vocation? ",0.5413649886343554,['Open-ended question that is potentially ambiguous'],I am a nursing and dentistry teacher
"A patient receiving treatment including cisplatin, paclitaxel, and pembrolizumab develops worsening shortness of breath one week after her third dose of treatment. What possible problems could she have developed and what should studies should be included in her initial workup?",0.33729384609877594,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Oncology
What is the impact of consultation duration in efficacy of health results obtained in the long term? Where can I find more information to help me gauge the impact of the amount of time spent with the patient in each consultation?,0.4305382024614002,"['Summarization of information on a topic', 'Request for a list of resources where one can find more information']",Family Medicine
"When a patient is started on biologic medications, it is important to rule out latent infections like tuberculosis, and complete certain vaccination schemes. Can you compile which of these attitudes are recommended for each different biologic treatment used in rheumatology?",0.24024234804323508,['Summarization of information on a topic'],Family Medicine
"In a 55 year-old patient whose cardiovascular risk factors are dislipidemia (assume a c-LDL of 150 mg/dL) and smoking (assume 20 cigarettes/day, for 20 years), if you could only choose one, which of the following would have a greater impact in reducing cardiovascular risk: smoking cessation, or starting atorvastatin 20 mg, once daily?",0.3242869013932076,['Directed question that has a single unambiguous answer'],Family Medicine
How often should I brush and floss my teeth?,0.504106358112906,['Open-ended question that is potentially ambiguous'],Dentistry
Should you put bond when you do fissure sealants?,0.5163656229358469,['Directed question that has a single unambiguous answer'],Dentistry
Should you extract third molars prolifically?,0.5160267568588925,['Open-ended question that is potentially ambiguous'],Dentistry
Which PPI should not be given with clopidogrel?,0.405505916228468,['Directed question that has a single unambiguous answer'],pharmacist
When someone takes warfarin what are the vegetables that should be avoided?,0.48943595194685774,['Open-ended question that is potentially ambiguous'],pharmacist
What are the side effects of ACEIs?,0.3502117393993709,['Summarization of information on a topic'],pharmacist
Does the medical field require one to be consumed by drugs rather than holistic medicines?,0.4087209259989249,['Open-ended question that is potentially ambiguous'],Sales rep in medicines
Do you think cognitive behavioural therapy can work for psychosis?,0.45762497948305,['Request for opinion on a topic'],Psychology
How do you adapt cognitive stimulation therapy for individuals with a learning disability?,0.5529178548563286,['Advice or suggestions on how to approach a problem'],Psychology
Which books are the best for child and youth psychiatry?,0.5787295968328542,['Request for a list of resources where one can find more information'],Psychotherapy
What is known about the switch that occurs between patients with latent HIV and active infection?,0.593641605705392,['Summarization of information on a topic'],Virologist
What has caused the recent stock problems in HRT?,0.360876002426399,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']",Pharmacy
How long will it take for a child to speak with therapy?,0.5761912147538926,['Open-ended question that is potentially ambiguous'],Speech and Language Therapy - children's therapy
What would be the best methodological approach to study microRNAs as therapeutic targets in HIV patients?,0.5141078241745152,['Advice or suggestions on how to approach a problem'],Virologist
Why do people look down on healthcare workers?,0.5718701780995846,['Open-ended question that is potentially ambiguous'],Healthcare 
What's the best treatment for fibromyalgia?,0.4128843234124067,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Request for a list of resources where one can find more information']",Family Medicine 
What is the mechanism of action of the drug warfarin and how does it interact with other medications?,0.44754382277837895,['Summarization of information on a topic'],Pharmacist 
What is your opinion on euthanasia?,0.42636526146819015,['Request for opinion on a topic'],Biomedical Science 
What are some early detection methods for Glomus tympanum?,0.4147254900850975,['Directed question that has a single unambiguous answer'],Biomedical engineering. Main area of work is developing primary health care equipment.
What the exact differences are between the male and the female brain?,0.5009662736201423,"['Summarization of information on a topic', 'Request for a list of resources where one can find more information']",psychiatrist
A person who has been unemployed for 20 years due to mental health problems would like to get a job. What support might you offer?,0.5254540370092308,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Occupational Therapy
"What are the differential diagnosis for a patient who presents with fever, respiratory distress and high blood pressure?",0.3740380005365638,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Patient Safety
Which options for therapy are there for ADHD in children?,0.4442109241573406,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Psychotherapy
How can you manage your patient expectations?,0.26504296647450093,['Open-ended question that is potentially ambiguous'],Aesthetic
What cardiac condition affects neonates born to diabetic mothers?,0.5954724550869831,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Paediatrics
What is known about DNA methylation profiles in patients with latent HIV-1 or with an active infection?,0.2882005351888048,['Summarization of information on a topic'],Virologist
Does foot ulcer need a diet change rather than using iodine based medicines for it?,0.44785230021775013,['Request for a list of resources where one can find more information'],Sales rep in medicines
A patient presents to your clinic with a first episode psychosis. What are the NICE recommended treatments for this issue?,0.39963766608376255,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Psychiatry
How would you deal with a potentially abusive coworker?,0.5417396512800801,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Support Work
"In the context of immune related blistering skin disorders, what are the potential causes for a false positive skin antibody on a blood test?",0.4261628918035897,['Open-ended question that is potentially ambiguous'],Dermatology
What are the most effective therapeutic interventions for treating depression?,0.5305155972790307,['Open-ended question that is potentially ambiguous'],psychiatrist
How do you approach a doctor as a nurse if you think he administered a wrong medication for the symptoms of the patient? ,0.4548731551400684,['Request for opinion on a topic'],registered nurse in trauma
