Key,Cosine Similarity
"Imagine a young man who frequently experiences extreme fatigue, joint pain, and a persistent butterfly-shaped rash across his face. He also notices recurrent mouth ulcers and sensitivity to sunlight. What is the most guiding symptom of a Lupus as a diagnose?",0.5753563229818621
What findings could be appear on the RxTx of the previous patient?,0.21957176976584172
"While administering tests for management of sarcoidosis, If immunoglobulins are negative, what differential diagnoses would you propose?",0.3179776260361665
"HIV is highly prevalent in Africa, suppose there are more black people in Africa compared to other ethnic groups, could this be genetic disposition?",0.4158576337510405
What is the sexually transmitted disease HPV?,0.5168126903180023
"If a patient comes to the clinic after obtaining a positive result in a PCR test for HPV-16, what would be the recommendations?",0.4667057133234861
"If a patient comes to the office for genital warts, what would be the treatment that would be given?",0.4537421528918782
"Is ""Ethics Dumping"" still a common practice in less developed countries? ",0.4662541856474362
"Imagine a world without Bioethics in Clinical Research, what would be the role of the human being in this scenario?",0.5535385478580711
What are the most encountered barriers in clinical research related to Bioethics?,0.7243452473466713
What herbal drugs are licensed for SARS-CoV-2 treatment?,0.4467428583370393
Provide research sources of in vitro analysis of antiviral abilities of Nigerian herbs against sars cov 2.,0.365205506105977
Protein Load is know to inhibit the antiviral ability of chlorous acid. Why does bovine serum albumin enhance it's antiviral effect in vitro? ,0.5645889173330612
What is the treatment for patients with bacterial tonsillitis who are allergic to penicillin?,0.4159043264616131
What sign is observed in the barium esophagram in patients with achalasia?,0.5275481726510042
What are the cardinal symptoms of laryngotracheitis?,0.39304871601498154
What is the contraception method of election when a woman can't take estrogen?,0.39790819326877014
"A 6-month-old patient is taken to consult by his mother, who reports delayed growth in her son, as well as changes in the dentition, recurrent vomiting, uncoordinated movements, and difficult-to-control seizures. On physical examination, she is noted to have seborrheic skin, microcephaly, and a promiscuous jaw. Based on the clinical data presented by the patient, what syndrome does the patient present?",0.2798326701047018
"A 38-year-old woman who was traveling standing on a bus, supported by a vertical tube, when the bus hits head-on, she is projected forward without letting go of the tube, causing abduction and lateral rotation of the right shoulder. She presents very intense pain in the shoulder, with functional disability of the extremity. She is taken to the emergency department 1.5 hours after the accident, with his right arm next to her body, holding her forearm with his left hand. She is given immediate treatment and is immobilized for 3 weeks. Based on the mechanism of injury, the probable diagnosis in this patient is:",0.39160339080547635
"During a squat, if the knees fall inwards which muscle are weak?",0.3446864068962602
If a patient's X ray has dark spots on the chest what does it mean?,0.2335695477399046
Describe treatment methods of congenital Talipes equinovarus.,0.5928366509717014
What are the most common injuries in childhood among Hispanic families?,0.3956938287164772
A 60 years old woman comes to the office asking for pain medication. She has a history of opioid addiction and uncontrolled high blood pressure. Under what circumstances I should referred her to the hospital? ,0.425306908852823
"A 27 year old male comes to the office after finding an insect inside of his left ear canal. Legs are visible and it is alive, every time it moves it provokes pain to the patient. How should I remove the insect without harming my patient or the eardrum?",0.5685685935154516
How much tumor free margin should be left in a melanoma more than 6mm deep?,0.42546103194053453
What is the treatment of choice for a basal cell carcinoma located at the palpebral margin of the eye?,0.5044076488179627
"Suppose a 22 year old patient comes to the clinic with microcalcifications in both breasts, with family members diagnosed with breast cancer, at what age should a mastography be started?",0.4662454442444749
What kind of advice can I give to a parent with a child with vocal nodules?,0.4457251412873868
What classroom strategies are there for DLD?,0.2601311141823953
What kind of advice can I give to a parent with a child with ADHD and a speech disorder?,0.3863253770582246
What is the diagnostic criteria for Anorexia Nervosa?,0.8245574763971811
What is the evidence base for CBT for depression?,0.4551658891008202
"If you were supervising a clinical team, how would you work with a team member who was defensive about feedback?",0.5649613199427506
What is the condition that is associated with Carhartt’s Notch?,0.3250638635079241
What are the two types of hearing loss?,0.7463571524170084
A patient is suffering from vertigo and tinnitus. What would you advice them to do to alleviate the symptoms?,0.66405335554413
Is there any difference in time of threatment of patients COVID+ who were using pulmonary rehabilitation and those who did not?,0.43334833771250303
Imagine you have a patient after hip surgery (14days passed) write me a rehabilitation plan for this patient.,0.575361081529697
What is the treatment for blood vessel clogging?,0.22261359965955818
What do you think the future of image guided therapy is?,0.541255969314148
How can AI better support image guided therapy procedures? What could be the approach or use of AI of heart treatment?,0.6514570822608255
What is the first step to do in a patient with a VF?,0.4151701580860618
Which surgery would be the best option for a patient with central stenosis that epidural injections failed?,0.6084235803688942
How to treat a patient with 80% of his body with 3rd grade burnings?,0.6028021894256935
A patient is allergic to the only medication suitable for curing them. What do you do?,0.07442453412083713
Do toxic chemicals become more or less toxic when they expire?,0.2465714150117495
What is the interaction between Anaerobyl and Alcohol on the human system?,0.4229927244898162
"New born to term. At minute 1, heart rate: 120 beats per minute, vigorous crying, pink color, limbs with good tone, slight expiratory groan. What APGAR score does this patient have?",0.21236922518037782
"7-year-old female, fever 38.2, cough with sputum, tonsillar hypertrophy, cervical adenopathies. Mention the best handling for this patient.",0.5207225587483609
Mention the clinical importance of the  tricarboxylic acid cycle and why medical students need to study it.,0.7613574351550377
"If the patient shows multiple symptoms indicating 3 diseases, how do we closely determine and eradicate the diseases?",0.19922762028337415
How can we reduce patient surgery backlog in Canada?,0.38132969313544535
"If a patient is allergic to a medicinal ingredient that is the only cure for their disease, how can we ensure patient safety during diagnosis and treatment?",0.6331840967748026
Is it possible to compound intrathecal methotrexat?,0.2366901430742239
"Suppose there is a 3 years old patient with asthma crisis management, history of severe asthma crisis. Is it recomended for them to be hospitalized?",0.3633489425099371
What's the best treatment option for an asthma crisis on a pediatric patient?,0.2640117972197931
"Suppose there is a 12 year old with suicide attempted, is it recommendable to do a psychiatrist intervention?",0.3397028736992265
Imagine we have a Patient Reported Outcome questionnaire that measures quality of life and has 3 different dimensions. What would be the best approach to analyzing the item adequacy of this instrument?,0.602635097546532
Imagine we have a patient with a diagnosis of severe depression. What would be the best combination of treatments that could improve his mental health status?,0.512722248650467
How the 3rd generation therapies in psychology an improvement compared to the previous ones?,0.5326699274585983
"56 year old, male patient, rushed to the ER for presenting symptoms such as: tachycardia, diaphoresis, dyspnea, and a strong pain on his chest that irradiates to his chin and left arm. What is the most likely diagnosis and what tests are essential for this patient?",0.33582687753910534
Which drug for cardiac insufficiency is contraindicated in a patient that has kidney failure? ,0.21776882156257885
"67 year old male, refers to present chest pain and dyspnea that appears when he walks 2 or 3 blocks, he has had this symptoms for 3 weeks so far, he has diabetes type 2 that was diagnosed 15 years ago and uses insulin to treat it, but does not follow his schedule and takes it whenever he remembers to, also had AIM 3 years ago. What is the diagnosis for this patient and mention 3 differential diagnosis?",0.40776425009550554
What legislation underpins assessment of children with disabilities for social care support?,0.6632219068172789
How should I engage with a non-verbal child to gather their views?,0.46659155474938707
Should buyers of antibiotics also be recommended protective drugs containing bacterial cultures?,0.33877739747351854
Should expectorant or antitussive syrup be recommended for a wet cough?,0.5084172769748081
What can severe pain in the right side of the belly button indicate?,0.4070891387017972
Sickle cells are characteristic from which kind of disease?,0.3169235673604164
"Patient with high level of glucose in fasting conditions but after the screening test does not show increased level of it, could they be considered diabetic?",0.390523988731351
How can we treat infection caused by Neisseria gonorrhoeae?,0.32803910853874335
"Thinking that we want to design an experiment with 3 groups, in which we observe significant differences, what would be the appropriate number of animals that we need to use?",0.37807143568506835
"In your experience, what are the most appropriate treatments for a patient with sciatic nerve injury?",0.6808771742217664
What is your opinion on the spontaneous regeneration of axons in the peripheral nervous system?,0.6577898081107557
Indicate the correct dosage range of ibuprofen for a child of age 9 and 32 kilos.,0.33975031179866
"A patient has prescribed losartan and bisoprolol to treat their hypertension, however, they have developed an allergy to one of the excipients of bisoprolol. What is the correct course of action to take by the pharmacist?",0.48571421083174865
Design an algorithm of hypertension drugs to help the clinician make the best medication choice according to the patient and their health characteristics.,0.4146842183864528
"A counselor has a client who has come to counseling to process a particularly difficult relationship breakdown.  After numerous sessions the counsellor realises that they are counselling both people involved in the relationship breakup, thus there is a conflict of interest. What does the counselor do?",0.3191877062371977
What are the common approaches to coping with periods of acute dis-regulation?,0.1655610505951805
"A client who has a feeling that they have been abused in childhood, has no real memory of the abuse and struggles with emotional dis-regulation in adulthood, cannot form lasting bonds with people, is of a dissorganised attachment style, has come to therapy to work on understanding the abuse they may have experienced in childhood with the hope that this will make them better. What are the steps a therapist must take in providing a secure and safe environment for the client to begin to address their trauma?",0.5522846886389126
Teach me PCR in three sentences.,0.5520487121372987
"The prevalence of malaria in Africa is tied to its disease vector control, what are the possible potential options that can be explored in the eradication of malaria in Africa?",0.6314270436863665
"I am a new intern in the blood transfusion laboratory, please write a standard SOP for me for preparing a fresh frozen plasma.",0.5954408105239509
Should we inform patients that homeopathic medicines don't work?,0.31814707861887115
Why we do not check exact ingredients of dietary supplements?,0.5605852199112693
Patient comes everyday and buys OTC medicine with an ingredient that is addictive. What can I do?,0.4312345200755114
When would you start antibiotic in a acute pharingitis?,0.2078178306979372
What is the first radiological sign of fetal death?,0.5287663305476644
What is the initial treatment for anal fissures?,0.44301895092926946
"A patient who is a smoker has a lesion on his mouth that causes pain, could it be a carcinoma?",0.5464415865653887
What is the best anesthesia for diabetic patients?,0.22265702999942485
How does smoking affect periodontal disease?,0.7326256548382826
How can a clinician confirm that a patient with a headache has subarachnoid hemorrhage ?,0.22410609402578788
When does a chronic lympocytic leukemia transform to a diffuse large b cell lymphoma?,0.3506646923476371
A 30 year old primigravid pregnant woman walks into the clinic complaining of intense contractions that last. How can a physician differentiate between true onset of labour and braxton hicks contractions?,0.7075823682710553
What are the most common translocations associated with chronic myeloid leukemia? ,0.5467923496326212
My child has been having easy bruising and fatigue for the past 6 months. Recently his labs came back and his total lymphocyte count was elevated. The diagnosis given to me by the doctor was acute lymphoblastic leukemia. What is it and what is the prognosis? ? ,0.6287160719902697
"Give that I'm 23 years old, smoking 12 cigarettes daily for the past three years, with history of dyslipidemia, which types of cancer am I most prone to get? ",0.5115320184270076
What are signs of a patient experiencing sepsis?,0.33321531082835887
"If a patient comes in having shortness of breath, what are potential treatment options?",0.2479217652165338
"A patient comes in with shortness of breath and pulmonary oedema, what are the differental diagonosis?",0.32434151867711103
"How can we classify studies conducted by transgender people? As the gender they define themselves as or as a separate category, transgender people?",0.3289874871278908
"A patient with early dementia. This person is being given all possible care and is living a happy life surrounded by family members who are helping him through the process. The problem is that the patient has made a provision in his living will that if at any time his dementia becomes limiting, he will request euthanasia. That moment will come, but this person is happy now. Should the decision he made when he was mentally fit be applied, or, taking into account that he is happy, should he be allowed to live longer?",0.5497522139566201
"A person who does not like working with people but is passionate about medicine. Knowing that he/she will not be happy practicing, is it worthwhile for him/her to finish such a difficult career just for vocation? ",0.4469530555701759
"A patient receiving treatment including cisplatin, paclitaxel, and pembrolizumab develops worsening shortness of breath one week after her third dose of treatment. What possible problems could she have developed and what should studies should be included in her initial workup?",0.2854710148132016
What is the impact of consultation duration in efficacy of health results obtained in the long term? Where can I find more information to help me gauge the impact of the amount of time spent with the patient in each consultation?,0.4499738066782487
"When a patient is started on biologic medications, it is important to rule out latent infections like tuberculosis, and complete certain vaccination schemes. Can you compile which of these attitudes are recommended for each different biologic treatment used in rheumatology?",0.2722745418139046
"In a 55 year-old patient whose cardiovascular risk factors are dislipidemia (assume a c-LDL of 150 mg/dL) and smoking (assume 20 cigarettes/day, for 20 years), if you could only choose one, which of the following would have a greater impact in reducing cardiovascular risk: smoking cessation, or starting atorvastatin 20 mg, once daily?",0.20053068730567405
How often should I brush and floss my teeth?,0.2599112845629299
Should you put bond when you do fissure sealants?,0.4047054958213436
Should you extract third molars prolifically?,0.5117483410340307
Which PPI should not be given with clopidogrel?,0.22105618994220783
When someone takes warfarin what are the vegetables that should be avoided?,0.4206999544027684
What are the side effects of ACEIs?,0.273033011316907
Does the medical field require one to be consumed by drugs rather than holistic medicines?,0.34722766253867643
Do you think cognitive behavioural therapy can work for psychosis?,0.3645908070959201
How do you adapt cognitive stimulation therapy for individuals with a learning disability?,0.6385458102417374
Which books are the best for child and youth psychiatry?,0.6404241379793916
What is known about the switch that occurs between patients with latent HIV and active infection?,0.7304929885182877
What has caused the recent stock problems in HRT?,0.3156761930727653
How long will it take for a child to speak with therapy?,0.4040981507820577
What would be the best methodological approach to study microRNAs as therapeutic targets in HIV patients?,0.562957698897419
Why do people look down on healthcare workers?,0.404974790977968
What's the best treatment for fibromyalgia?,0.2971683804912148
What is the mechanism of action of the drug warfarin and how does it interact with other medications?,0.5610998687124239
What is your opinion on euthanasia?,0.1923811031550451
What are some early detection methods for Glomus tympanum?,0.4844856816348898
What the exact differences are between the male and the female brain?,0.5248595818131534
A person who has been unemployed for 20 years due to mental health problems would like to get a job. What support might you offer?,0.5212411995564509
"What are the differential diagnosis for a patient who presents with fever, respiratory distress and high blood pressure?",0.26180489289177006
Which options for therapy are there for ADHD in children?,0.40874466118467667
How can you manage your patient expectations?,0.1890772619583456
What cardiac condition affects neonates born to diabetic mothers?,0.452414909763622
What is known about DNA methylation profiles in patients with latent HIV-1 or with an active infection?,0.34065394147328515
Does foot ulcer need a diet change rather than using iodine based medicines for it?,0.3512542847595221
A patient presents to your clinic with a first episode psychosis. What are the NICE recommended treatments for this issue?,0.357368820690255
How would you deal with a potentially abusive coworker?,0.31185147321625256
"In the context of immune related blistering skin disorders, what are the potential causes for a false positive skin antibody on a blood test?",0.5559716545197878
What are the most effective therapeutic interventions for treating depression?,0.4742653923085963
How do you approach a doctor as a nurse if you think he administered a wrong medication for the symptoms of the patient? ,0.46498892678242487
How do I explain the difference between a language disorder and a language delay?,0.488282736423371
"In status epilepticus after 1st and 2nd line treatment with benzodiazepines, should I load the patient with phenytoin or levetiracetam?",0.47070750175903
Can nurses in Italy prescribe and administer low-risk drugs?,0.41791614140611644
What are the risks from a brucella culture within pathology lab?,0.4401637456190185
Compare behavioral testing to OAE or tympanometry in children.,0.6989335843870018
What are the symptoms of sepsis?,0.20064835542700718
What are the outcomes of using hyaluronidase?,0.604733863288962
A mother presents to my clinic wishing to know whether taking the pertussis vaccine during pregnancy will in anyway minimize her unborn child's chances of being hospitalized with pertussis. What is the efficacy of the maternal pertussis vaccine in infant hospitalization?,0.5639896995525251
How will the NHS england directed TA for covid medication and prescribing affect primary care in England?,0.25298074274399307
What are the differences between the different birth control devices that actually exist?,0.3254203624446553
How to give the news of the death of a patient to his close relative?,0.4104071585430723
Can you summarize the krebs cycle?,0.704311500926155
How do I assess competence for decision making in a child in a child who is too young to apply the Mental Capacity Act?,0.386722620409197
Are there side effects to the use of botox?,0.44713911089407987
What kind of impact does social media have on patients with anorexia?,0.3663485687210155
How do you deal with a patient who is sick but has no pointed symptoms and no health record?,0.32049032542719946
Describes Hodge's blueprints.,0.08370378365305127
What is the best way to store my medication to ensure its potency and safety?,0.5431532357373714
"When providing intrapartum care, a midwife can prescribe appropriate pain relief. True or false?",0.24591556913326645
How would you do treat a psychotic crisis?,0.4018735012548922
"A nine year old girl with severe ADHD has already tried all drugs that are allowed for children. None of them was sucessful. There was no benefit from the drugs, but many negative side effects from on just a little dose. What else can I try, if an ADHD patient isn't responding to any drug?",0.1532434632386078
What is the treatment for grade 2 prostate carcinoma?,0.37532324438507975
Is the difference in duties and responsibilities between nurses working in different states justifiable?,0.5229753165924292
What is the prozone error and how does it affect the blood test?,0.5113157359826135
What are the symptoms of a myocardial infarction?,0.405322236064768
Is one's sphingolipid mileu a factor in psoriasis?,0.3721669074679569
Why do some patients respond to one CGRP antagonist well but not another from the same medication class?,0.21660831952058232
What is the difference between the migraine CGRP antagonists? ,0.3381058647266771
"If I have a patient who has chronic migraine and has failed all the available prophylactics' medications, what do I do?",0.3142081835394797
What are the symptoms of an abdominal aortic aneurysm?,0.4891625277025594
Do the medicines used for diabetes foot ulcer work?,0.23004302736342344
What is the ICD-10 classification of severe depression without psychotic symptoms?,0.5797386715376658
How many cardiology subspecialties are there?,0.4894029763373912
Can you tell me what is the best way to get an informed consent?,0.2862010727465979
"Gestational diabetes is a complex medical condition which can present in many ways during pregnancies, what makes an individual more likely to develop this in pregnancy?",0.3561295146248173
Which symptoms describes an autistic disorder?,0.26412108123287464
How would you promote dignity and respect in care?,0.427109224362608
How do you manage a desmoplastic blue naevus?,0.45193200203753797
Who should a patient be referred to if a bloodwork shows high protein levels in the blood?,0.364107475082256
What is the best diet for general longevity?,0.46816110372503017
Why is the category of nurses in Italy little recognized unlike doctors?,0.2703367440601149
At which gestation is the Nuchal screening offered routinely?,0.42625917859856866
Can an adhesive capsulitis develop from an osteoarthritic shoulder?,0.29159275154025815
Why are left-handed people stronger using their right hand?,0.35748811738899
Is metamizol superior than other medications in treating osteoarthicular pain?,0.5074154294479827
"I'm a 60 year old patient, with hypertension and obesity. How low should my LDL be?",0.4484718100405356
What is the reliability of ABR testing for testing toxicity?,0.30146775861747643
What is the recommended medication to prescribe for a first episode of psychosis?,0.4867662572984306
"How do you decide who to put in extra care or try to save, if you are under staffed and 3 people walk in with different injuries, a 10 year old with a head injury, 45 year old women bleeding internal and a 70 year old man with a broken hip?",0.36558158009013114
What level of insurance should pharmacists working in prinary care get if they are not prescribers?,0.3294004831012428
What is the average salary for a biochemist in NYC?,0.47878330163594945
How would you be sure to provide discretion and adhere to dpi guidelines?,0.3748188050806064
What is the difference between a drug's pharmacokinetics and pharmacodynamics?,0.5655286142255366
"A patient has presented with low mood, insomnia and anhedonia. Upon assessment they disclose other periods of heightened mood, impulsivity and reduced inhibitions.What are the possible diagnoses? ",0.1578949877434641
What would be the symptoms for an urinary tract infection?,0.5734385055652068
Should I use the AVUK strategies with my deaf patient?,0.35452527416625484
What are the differences between Acute myeloid leukemia and Chronic myeloid leukemia?,0.7293327767886245
What are the differences between professions about patients returning as volunteers?,0.5654580001404996
How do you tell the difference between adhesive capsulitis and an osteoarthritic shoulder?,0.4215761348847745
Is rorshach test a good IQ measurement?,0.4905785845985305
What is the diagnosis? A patient was presented with the rush and their blood was grossly haemolysed.,0.23092360198124173
Can we ever eliminate all mental illness?,0.3684567337093736
Please provide an approach to the management of a convulsing child.,0.5613098946058062
What is the best type of epidemiological study to assess the causal association between a risk factor and a given disease?,0.3487948388211753
Is cancer curable?,0.42139101385492495
What criteria would you use to ensure safe discharge of a child with bronchiolitis?,0.42753558576765616
"A 37-year old woman who lives alone has rheumatoid arthritis, affecting her grip. What meaningful activities might this impact and how could they be adapted?",0.3337037811032493
What are the risks of inserting a nasogastric tube during a night shift?,0.40654665643243165
What is the best biological agent for treatment of hidradenitis suppurativa having failed adalimumab?,0.38665951443076735
"An 80-year-old man is admitted for a sudden episode of aphasia and right hemiparesis. As antecedents, hypertension stands out, well controlled with diet and cognitive deterioration in the last year under study by his neurologist. Emergency head CT showed a left frontal lobar hematoma without contrast enhancement. What is the most likely cause of the bruise?",0.4541592372922527
How can you find out if a person has childhood traumas?,0.3046067084672897
Why some bacteria could cause deadly infections in some people while others can recover quickly?,0.5586314548211264
What could be the possible cause of dementia?,0.30009893748269734
"Motor symptoms in Parkinson's disease predominate and define this entity. However, the symptoms in other spheres are sometimes very relevant and are called by the general name of ""Non-motor manifestations of Parkinson's disease"". Which of the following is considered a non-motor symptom of Parkinson's disease?",0.2438885768638558
What percentage of Pseudomonas aeruginosa strains do not confer natural resistance to kanamycin?,0.22626463921571582
Tell me about the mechanisms of graft versus host disease (GVHD) in bone marrow transplant patients.,0.4635149540133514
Is a microprocessor controlled foot worth it?,0.3198581535574099
What is the most efficient way to handle local falls pathways? ,0.3327807394772316
Can we give paracetamol to a cat?,0.4270543100526122
Why do some antibiotic-resistance genes in bacteria also involved in metabolic metabolisms?,0.580720619832308
What are the potential benefits and risks of using stem cells to treat haematological disorders?,0.47266732963399727
What is the best most varied option for elective placement? ,0.3742543509895202
What is the perfect solution for an unhealthy family life? ,0.34065332064436116
How can I support caring for those experiencing malnutrition in the community? ,0.5073201025721085
Can you please provide a list of appropriate resources showing best practice in treatment of anxiety?,0.2953816371363782
"A 40-year-old woman who consulted for approximately 20 episodes a day of intense, left periocular pain lasting 15 minutes, accompanied by intense tearing and runny nose. His scan and MRI are normal. What treatment of choice would it be?",0.3469451615605412
What is the best material for insoles?,0.2596545797022268
Can a diabetic person take medical products with any kind of sucrose?,0.3380345876972903
What should be the first response to an epilectic seizure?,0.6340085364818498
Can low mobility amputeed benefit from a microprocessor controled knee?,0.384451336432653
Why should we give fludarabine and cytarabine 4 hours apart when giving these chemotherapy drugs to a patient?,0.29048545938667797
Do I need to fast to have a CT scan? And how about a MRI scan?,0.1632604013104941
Why do pregnant women often suffer from iron deficiency?,0.4901327619208058
What is the physiopathology of asthma? ,0.675984632753611
"What processes need to take place after a suspicious death of a patient who is a recovering heroin addict, where suicide is suspected?",0.6846369387475222
Short right hand and short right leg of newborn and having one kidney at the time of birth what will be the root of this problem?,0.5139121254252415
How effective is cognitive behaviour therapy in the treatment of recovering opiate addicts?,0.53253026577048
Why does the T wave on the EKG is a positive wave if it represents the repolarization of the ventricles?,0.7677590632577019
What are the intervention strategies to recommend for people with hypertension?,0.5237164829321854
A female patient presents in the ER with pain in the leg and trouble breathing. The patient had a 7-hour flight in the previous day. What is the most recommended course of action here?,0.26332249862570734
What would be the best way to address a case of eating behavior disorder in the medical consultation?,0.2106093854007315
"Dates can cure diabetes, then why do they also increase the blood sugar level? ",0.5002952468947272
"Where can a client go for help if they find themselves addicted to crack cocaine, are being physically abused by their dealer and have recently become homeless?",0.4934299629210094
What is the time to detect a tromboembolism in CT scan after contrast injection?,0.4155149602002205
"DNA diseases in newborns are increasing, what could be the cause of it? ",0.5291058519090721
"In the mexican labour law, what is the maximum level of alcohol allowed a person can have in the blood while working?",0.40961767863208226
Where can I find more information about asthma treatment?,0.49338737192733734
"A male, 30 years-old, referred to the ER after his oncologist noted a rash that appeared three months after the patient started chemotherapy for colon cancer. The patient has a rash that is painful and on the right side of the thorax. What is the most likely diagnosis?",0.30122058197426055
What information is currently available on the prognosis of angiosarcomas?,0.37110619315137744
When does it changes from being a Stevens Johnson's Syndrome to a toxic epidermal necrolysis?,0.5597172066466425
"A patient with community-acquired pneumonia, without any alarm signs, CURB-65 of 0. He refers he has had an allergic reaction to penicillin and macrolids in the past. What are the available options for antibiotherapy in this patient?",0.34206273143764004
What is the treatment for a perianal abscess?,0.47580210094608133
At what age kids can make a three block tower? ,0.3274784071433557
"In mexico, what is the official definition of a disability (discapacity)?",0.6893992671983062
"My company, located in Coahuila,  Mexico has 3 processesthat cause emissions to atmosphere. Can I direct those emissions in 1 single chimney or do I need 3 chimneys? What does the law requires?",0.4249240751619049
Do you think metformin causes a vitamin B deficiency?,0.23564991322242804
What is the difference between concomitant medication and past drugs?,0.4527844675726748
Does pulsed fluoroscopy has more radiation than continuous fluoroscopy?,0.3971614201105189
What kind of endpoints are preffered in phase 3 of a clinical trial?,0.6527127306356525
Can you estimate the impact of switching elderly patients to a drug classified by STOPP criteria?,0.5234072660408046
Where can I learn about the etiology of high blood preassure on the majority of the cases?,0.2769444050838579
What are the possible causes of pleural effusion in a 56yo patient?,0.15762179837989776
How does medications affect the absorption and availability of nutrients in the human body?,0.6687548065325589
What is the mechanism in what tacrolimus acts? ,0.44108432543918014
"In the case of active pyoderma gangrenosum and associated active myeloma with pancytopenia, what approaches could you take when treating? Would there be any benefit in treating one before the other?",0.39299085827264846
What are the lessons we could learn from the different ways hospitals globally mitigated the inpatient spread of Covid 19? Could you summarise the available literature?,0.449624341382591
Why would a 26 year old female have chronically low cortisol despite already having a cortisol infusion running?,0.2214614288551775
"Suppose a patient is complaining of foul smelling vaginal discharge and burning urination, what is the patient suffering from?",0.29894724068119005
What are the different ways to protect oneself from getting infected with the Covid-19 vaccine?,0.29865529176824823
What do you think about teenage pregnancy?,0.4223869992664824
How much blood is inside a human body?,0.6142570191319876
A family walks in a hospital with different symptoms claiming to suspect TB because of living conditions. What is the first response as the medical team?,0.4449479419746448
"With the brain mainly known for its function as to think, what does the brain do besides think?",0.20539328733523982
When would you advise a patient for bypass instead of stenting and medical therapy?,0.6130439545803287
Define the reasons an exercise stress test would be beneficial to a patient post PCI.,0.4498557511539665
What are the benefits of using myocardial perfusion imaging prior to angio?,0.3399272057605831
Where can I get detailed protocols for microRNA analysis?,0.2514331106829098
MicroRNAs are fairly new with a lot of conflicting findings reported across studies. What is the clinical feasibility of adopting microRNAs as biomarkers for disease diagnosis and prognosis?,0.35785706056821115
What are common causes of iron deficiency?,0.6155719409911394
What are the first rank symptoms of schizophrenia?,0.37779666166021303
"A 65 year old patient with severe depression becomes mute. Their oral intake and functioning deteriorates markedly, and their depression appears to be treatment resistant. What treatment would you recommend in this scenario?",0.46767618777565734
"A 25 year old male is 6 months into their recovery journey post-psychotic episode. They are lethargic and motivated, and appear to be presenting with negative symptoms of psychosis. What treatment would you recommend in this instance?",0.2981726120646222
How do bacterial infection predispose one to cancers?,0.392475892545641
How does automation in laboratories affect the final diagnosis produces?,0.2992168065354843
