Key,BERTScore
"Suppose a 22 year old patient comes to the clinic with microcalcifications in both breasts, with family members diagnosed with breast cancer, at what age should a mastography be started?",0.6140221357345581
What kind of advice can I give to a parent with a child with vocal nodules?,0.6248781085014343
What classroom strategies are there for DLD?,0.6322428584098816
What kind of advice can I give to a parent with a child with ADHD and a speech disorder?,0.6619534492492676
What is the diagnostic criteria for Anorexia Nervosa?,0.7844727039337158
What is the evidence base for CBT for depression?,0.5972700715065002
"If you were supervising a clinical team, how would you work with a team member who was defensive about feedback?",0.6061664819717407
What is the condition that is associated with Carhartt’s Notch?,0.4984385073184967
What are the two types of hearing loss?,0.6493264436721802
A patient is suffering from vertigo and tinnitus. What would you advice them to do to alleviate the symptoms?,0.6188164949417114
Is there any difference in time of threatment of patients COVID+ who were using pulmonary rehabilitation and those who did not?,0.6910630464553833
Imagine you have a patient after hip surgery (14days passed) write me a rehabilitation plan for this patient.,0.5912640690803528
What is the treatment for blood vessel clogging?,0.6327455639839172
What do you think the future of image guided therapy is?,0.6051928997039795
How can AI better support image guided therapy procedures? What could be the approach or use of AI of heart treatment?,0.6646895408630371
What is the first step to do in a patient with a VF?,0.5988194346427917
Which surgery would be the best option for a patient with central stenosis that epidural injections failed?,0.6847953200340271
How to treat a patient with 80% of his body with 3rd grade burnings?,0.5429737567901611
A patient is allergic to the only medication suitable for curing them. What do you do?,0.6461766362190247
Do toxic chemicals become more or less toxic when they expire?,0.6661577820777893
What is the interaction between Anaerobyl and Alcohol on the human system?,0.665255606174469
"New born to term. At minute 1, heart rate: 120 beats per minute, vigorous crying, pink color, limbs with good tone, slight expiratory groan. What APGAR score does this patient have?",0.5974633097648621
"7-year-old female, fever 38.2, cough with sputum, tonsillar hypertrophy, cervical adenopathies. Mention the best handling for this patient.",0.5996190905570984
Mention the clinical importance of the  tricarboxylic acid cycle and why medical students need to study it.,0.6105599403381348
"If the patient shows multiple symptoms indicating 3 diseases, how do we closely determine and eradicate the diseases?",0.612514078617096
How can we reduce patient surgery backlog in Canada?,0.542014479637146
"If a patient is allergic to a medicinal ingredient that is the only cure for their disease, how can we ensure patient safety during diagnosis and treatment?",0.6388432383537292
Is it possible to compound intrathecal methotrexat?,0.5559110045433044
"Suppose there is a 3 years old patient with asthma crisis management, history of severe asthma crisis. Is it recomended for them to be hospitalized?",0.6079556345939636
What's the best treatment option for an asthma crisis on a pediatric patient?,0.5832977890968323
"Suppose there is a 12 year old with suicide attempted, is it recommendable to do a psychiatrist intervention?",0.6806109547615051
Imagine we have a Patient Reported Outcome questionnaire that measures quality of life and has 3 different dimensions. What would be the best approach to analyzing the item adequacy of this instrument?,0.6067342162132263
Imagine we have a patient with a diagnosis of severe depression. What would be the best combination of treatments that could improve his mental health status?,0.634463369846344
How the 3rd generation therapies in psychology an improvement compared to the previous ones?,0.6815023422241211
"56 year old, male patient, rushed to the ER for presenting symptoms such as: tachycardia, diaphoresis, dyspnea, and a strong pain on his chest that irradiates to his chin and left arm. What is the most likely diagnosis and what tests are essential for this patient?",0.6194538474082947
Which drug for cardiac insufficiency is contraindicated in a patient that has kidney failure? ,0.553107500076294
"67 year old male, refers to present chest pain and dyspnea that appears when he walks 2 or 3 blocks, he has had this symptoms for 3 weeks so far, he has diabetes type 2 that was diagnosed 15 years ago and uses insulin to treat it, but does not follow his schedule and takes it whenever he remembers to, also had AIM 3 years ago. What is the diagnosis for this patient and mention 3 differential diagnosis?",0.6845095753669739
What legislation underpins assessment of children with disabilities for social care support?,0.6629152894020081
How should I engage with a non-verbal child to gather their views?,0.651410698890686
Should buyers of antibiotics also be recommended protective drugs containing bacterial cultures?,0.6629699468612671
Should expectorant or antitussive syrup be recommended for a wet cough?,0.6137002110481262
What can severe pain in the right side of the belly button indicate?,0.6599205136299133
Sickle cells are characteristic from which kind of disease?,0.35425764322280884
"Patient with high level of glucose in fasting conditions but after the screening test does not show increased level of it, could they be considered diabetic?",0.5801795721054077
How can we treat infection caused by Neisseria gonorrhoeae?,0.613142728805542
"Thinking that we want to design an experiment with 3 groups, in which we observe significant differences, what would be the appropriate number of animals that we need to use?",0.5461851358413696
"In your experience, what are the most appropriate treatments for a patient with sciatic nerve injury?",0.6552790999412537
What is your opinion on the spontaneous regeneration of axons in the peripheral nervous system?,0.618850588798523
Indicate the correct dosage range of ibuprofen for a child of age 9 and 32 kilos.,0.6861733794212341
"A patient has prescribed losartan and bisoprolol to treat their hypertension, however, they have developed an allergy to one of the excipients of bisoprolol. What is the correct course of action to take by the pharmacist?",0.7080238461494446
Design an algorithm of hypertension drugs to help the clinician make the best medication choice according to the patient and their health characteristics.,0.5562410950660706
"A counselor has a client who has come to counseling to process a particularly difficult relationship breakdown.  After numerous sessions the counsellor realises that they are counselling both people involved in the relationship breakup, thus there is a conflict of interest. What does the counselor do?",0.5465648770332336
What are the common approaches to coping with periods of acute dis-regulation?,0.625632643699646
"A client who has a feeling that they have been abused in childhood, has no real memory of the abuse and struggles with emotional dis-regulation in adulthood, cannot form lasting bonds with people, is of a dissorganised attachment style, has come to therapy to work on understanding the abuse they may have experienced in childhood with the hope that this will make them better. What are the steps a therapist must take in providing a secure and safe environment for the client to begin to address their trauma?",0.6156203746795654
Teach me PCR in three sentences.,0.680236279964447
"The prevalence of malaria in Africa is tied to its disease vector control, what are the possible potential options that can be explored in the eradication of malaria in Africa?",0.5580483675003052
"I am a new intern in the blood transfusion laboratory, please write a standard SOP for me for preparing a fresh frozen plasma.",0.5897454619407654
Should we inform patients that homeopathic medicines don't work?,0.6340770721435547
Why we do not check exact ingredients of dietary supplements?,0.5474371910095215
Patient comes everyday and buys OTC medicine with an ingredient that is addictive. What can I do?,0.6116390824317932
When would you start antibiotic in a acute pharingitis?,0.6400056481361389
What is the first radiological sign of fetal death?,0.532238245010376
What is the initial treatment for anal fissures?,0.66651451587677
"A patient who is a smoker has a lesion on his mouth that causes pain, could it be a carcinoma?",0.6789789199829102
What is the best anesthesia for diabetic patients?,0.5070614218711853
How does smoking affect periodontal disease?,0.6602706909179688
How can a clinician confirm that a patient with a headache has subarachnoid hemorrhage ?,0.5969986319541931
When does a chronic lympocytic leukemia transform to a diffuse large b cell lymphoma?,0.5905773043632507
A 30 year old primigravid pregnant woman walks into the clinic complaining of intense contractions that last. How can a physician differentiate between true onset of labour and braxton hicks contractions?,0.6438358426094055
What are the most common translocations associated with chronic myeloid leukemia? ,0.7430311441421509
My child has been having easy bruising and fatigue for the past 6 months. Recently his labs came back and his total lymphocyte count was elevated. The diagnosis given to me by the doctor was acute lymphoblastic leukemia. What is it and what is the prognosis? ? ,0.6545271873474121
"Give that I'm 23 years old, smoking 12 cigarettes daily for the past three years, with history of dyslipidemia, which types of cancer am I most prone to get? ",0.6026622653007507
What are signs of a patient experiencing sepsis?,0.5527021288871765
"If a patient comes in having shortness of breath, what are potential treatment options?",0.6280566453933716
"A patient comes in with shortness of breath and pulmonary oedema, what are the differental diagonosis?",0.5651133060455322
"How can we classify studies conducted by transgender people? As the gender they define themselves as or as a separate category, transgender people?",0.6100594401359558
"A patient with early dementia. This person is being given all possible care and is living a happy life surrounded by family members who are helping him through the process. The problem is that the patient has made a provision in his living will that if at any time his dementia becomes limiting, he will request euthanasia. That moment will come, but this person is happy now. Should the decision he made when he was mentally fit be applied, or, taking into account that he is happy, should he be allowed to live longer?",0.609700083732605
"A person who does not like working with people but is passionate about medicine. Knowing that he/she will not be happy practicing, is it worthwhile for him/her to finish such a difficult career just for vocation? ",0.6495381593704224
"A patient receiving treatment including cisplatin, paclitaxel, and pembrolizumab develops worsening shortness of breath one week after her third dose of treatment. What possible problems could she have developed and what should studies should be included in her initial workup?",0.6156215667724609
What is the impact of consultation duration in efficacy of health results obtained in the long term? Where can I find more information to help me gauge the impact of the amount of time spent with the patient in each consultation?,0.5099040865898132
"When a patient is started on biologic medications, it is important to rule out latent infections like tuberculosis, and complete certain vaccination schemes. Can you compile which of these attitudes are recommended for each different biologic treatment used in rheumatology?",0.517619788646698
"In a 55 year-old patient whose cardiovascular risk factors are dislipidemia (assume a c-LDL of 150 mg/dL) and smoking (assume 20 cigarettes/day, for 20 years), if you could only choose one, which of the following would have a greater impact in reducing cardiovascular risk: smoking cessation, or starting atorvastatin 20 mg, once daily?",0.5312095880508423
How often should I brush and floss my teeth?,0.6559492349624634
Should you put bond when you do fissure sealants?,0.6526322960853577
Should you extract third molars prolifically?,0.6305130124092102
Which PPI should not be given with clopidogrel?,0.6581481695175171
When someone takes warfarin what are the vegetables that should be avoided?,0.6900677680969238
What are the side effects of ACEIs?,0.6574684381484985
Does the medical field require one to be consumed by drugs rather than holistic medicines?,0.6298893094062805
Do you think cognitive behavioural therapy can work for psychosis?,0.6320632100105286
How do you adapt cognitive stimulation therapy for individuals with a learning disability?,0.6273069977760315
Which books are the best for child and youth psychiatry?,0.6179606318473816
What is known about the switch that occurs between patients with latent HIV and active infection?,0.5969991683959961
What has caused the recent stock problems in HRT?,0.5629720091819763
How long will it take for a child to speak with therapy?,0.6956920027732849
What would be the best methodological approach to study microRNAs as therapeutic targets in HIV patients?,0.6531763076782227
Why do people look down on healthcare workers?,0.6277775168418884
What's the best treatment for fibromyalgia?,0.6975030303001404
What is the mechanism of action of the drug warfarin and how does it interact with other medications?,0.5592533349990845
What is your opinion on euthanasia?,0.6042996644973755
What are some early detection methods for Glomus tympanum?,0.5991185903549194
What the exact differences are between the male and the female brain?,0.6165716648101807
A person who has been unemployed for 20 years due to mental health problems would like to get a job. What support might you offer?,0.6417625546455383
"What are the differential diagnosis for a patient who presents with fever, respiratory distress and high blood pressure?",0.5795694589614868
Which options for therapy are there for ADHD in children?,0.6376318335533142
How can you manage your patient expectations?,0.586689829826355
What cardiac condition affects neonates born to diabetic mothers?,0.6206364035606384
What is known about DNA methylation profiles in patients with latent HIV-1 or with an active infection?,0.5226531028747559
Does foot ulcer need a diet change rather than using iodine based medicines for it?,0.6609047651290894
A patient presents to your clinic with a first episode psychosis. What are the NICE recommended treatments for this issue?,0.6121799945831299
How would you deal with a potentially abusive coworker?,0.5510264039039612
"In the context of immune related blistering skin disorders, what are the potential causes for a false positive skin antibody on a blood test?",0.6561425924301147
What are the most effective therapeutic interventions for treating depression?,0.6427149176597595
How do you approach a doctor as a nurse if you think he administered a wrong medication for the symptoms of the patient? ,0.596127450466156
How do I explain the difference between a language disorder and a language delay?,0.6221033930778503
"In status epilepticus after 1st and 2nd line treatment with benzodiazepines, should I load the patient with phenytoin or levetiracetam?",0.6485400795936584
Can nurses in Italy prescribe and administer low-risk drugs?,0.6078222990036011
What are the risks from a brucella culture within pathology lab?,0.5416293740272522
Compare behavioral testing to OAE or tympanometry in children.,0.6700614094734192
What are the symptoms of sepsis?,0.5978792309761047
What are the outcomes of using hyaluronidase?,0.593201756477356
A mother presents to my clinic wishing to know whether taking the pertussis vaccine during pregnancy will in anyway minimize her unborn child's chances of being hospitalized with pertussis. What is the efficacy of the maternal pertussis vaccine in infant hospitalization?,0.5842011570930481
How will the NHS england directed TA for covid medication and prescribing affect primary care in England?,0.4679953157901764
What are the differences between the different birth control devices that actually exist?,0.5707893967628479
How to give the news of the death of a patient to his close relative?,0.5890132188796997
Can you summarize the krebs cycle?,0.6880728602409363
How do I assess competence for decision making in a child in a child who is too young to apply the Mental Capacity Act?,0.6075685620307922
Are there side effects to the use of botox?,0.622115969657898
What kind of impact does social media have on patients with anorexia?,0.5684109330177307
How do you deal with a patient who is sick but has no pointed symptoms and no health record?,0.6401994824409485
Describes Hodge's blueprints.,0.44960156083106995
What is the best way to store my medication to ensure its potency and safety?,0.648300051689148
"When providing intrapartum care, a midwife can prescribe appropriate pain relief. True or false?",0.23499161005020142
How would you do treat a psychotic crisis?,0.4897353947162628
"A nine year old girl with severe ADHD has already tried all drugs that are allowed for children. None of them was sucessful. There was no benefit from the drugs, but many negative side effects from on just a little dose. What else can I try, if an ADHD patient isn't responding to any drug?",0.5806049704551697
What is the treatment for grade 2 prostate carcinoma?,0.6077142953872681
Is the difference in duties and responsibilities between nurses working in different states justifiable?,0.6647965312004089
What is the prozone error and how does it affect the blood test?,0.6650800704956055
What are the symptoms of a myocardial infarction?,0.6780490279197693
Is one's sphingolipid mileu a factor in psoriasis?,0.7094974517822266
Why do some patients respond to one CGRP antagonist well but not another from the same medication class?,0.619804322719574
What is the difference between the migraine CGRP antagonists? ,0.594865083694458
"If I have a patient who has chronic migraine and has failed all the available prophylactics' medications, what do I do?",0.6464762091636658
What are the symptoms of an abdominal aortic aneurysm?,0.6782686710357666
Do the medicines used for diabetes foot ulcer work?,0.6371955275535583
What is the ICD-10 classification of severe depression without psychotic symptoms?,0.8804235458374023
How many cardiology subspecialties are there?,0.722243070602417
Can you tell me what is the best way to get an informed consent?,0.6597099304199219
"Gestational diabetes is a complex medical condition which can present in many ways during pregnancies, what makes an individual more likely to develop this in pregnancy?",0.6262197494506836
Which symptoms describes an autistic disorder?,0.5533584356307983
How would you promote dignity and respect in care?,0.5357080698013306
How do you manage a desmoplastic blue naevus?,0.6419481635093689
Who should a patient be referred to if a bloodwork shows high protein levels in the blood?,0.6464313268661499
What is the best diet for general longevity?,0.6000723838806152
Why is the category of nurses in Italy little recognized unlike doctors?,0.6121487617492676
At which gestation is the Nuchal screening offered routinely?,0.6674728393554688
Can an adhesive capsulitis develop from an osteoarthritic shoulder?,0.5391995310783386
Why are left-handed people stronger using their right hand?,0.7209072709083557
Is metamizol superior than other medications in treating osteoarthicular pain?,0.5533408522605896
"I'm a 60 year old patient, with hypertension and obesity. How low should my LDL be?",0.7799944281578064
What is the reliability of ABR testing for testing toxicity?,0.4947069585323334
What is the recommended medication to prescribe for a first episode of psychosis?,0.7581098079681396
"How do you decide who to put in extra care or try to save, if you are under staffed and 3 people walk in with different injuries, a 10 year old with a head injury, 45 year old women bleeding internal and a 70 year old man with a broken hip?",0.6180936098098755
What level of insurance should pharmacists working in prinary care get if they are not prescribers?,0.5445310473442078
What is the average salary for a biochemist in NYC?,0.7801178097724915
How would you be sure to provide discretion and adhere to dpi guidelines?,0.5227706432342529
What is the difference between a drug's pharmacokinetics and pharmacodynamics?,0.6885679364204407
"A patient has presented with low mood, insomnia and anhedonia. Upon assessment they disclose other periods of heightened mood, impulsivity and reduced inhibitions.What are the possible diagnoses? ",0.6744158267974854
What would be the symptoms for an urinary tract infection?,0.6400510668754578
Should I use the AVUK strategies with my deaf patient?,0.6269775629043579
What are the differences between Acute myeloid leukemia and Chronic myeloid leukemia?,0.6163390278816223
What are the differences between professions about patients returning as volunteers?,0.6181343197822571
How do you tell the difference between adhesive capsulitis and an osteoarthritic shoulder?,0.5881853699684143
Is rorshach test a good IQ measurement?,0.7438860535621643
What is the diagnosis? A patient was presented with the rush and their blood was grossly haemolysed.,0.5931360125541687
Can we ever eliminate all mental illness?,0.6720705628395081
Please provide an approach to the management of a convulsing child.,0.5702055096626282
What is the best type of epidemiological study to assess the causal association between a risk factor and a given disease?,0.5732308626174927
Is cancer curable?,0.5745922923088074
What criteria would you use to ensure safe discharge of a child with bronchiolitis?,0.5156694650650024
"A 37-year old woman who lives alone has rheumatoid arthritis, affecting her grip. What meaningful activities might this impact and how could they be adapted?",0.5644724369049072
What are the risks of inserting a nasogastric tube during a night shift?,0.670582115650177
What is the best biological agent for treatment of hidradenitis suppurativa having failed adalimumab?,0.6259753704071045
"An 80-year-old man is admitted for a sudden episode of aphasia and right hemiparesis. As antecedents, hypertension stands out, well controlled with diet and cognitive deterioration in the last year under study by his neurologist. Emergency head CT showed a left frontal lobar hematoma without contrast enhancement. What is the most likely cause of the bruise?",0.6670701503753662
How can you find out if a person has childhood traumas?,0.5896148681640625
Why some bacteria could cause deadly infections in some people while others can recover quickly?,0.6104127764701843
What could be the possible cause of dementia?,0.6310720443725586
"Motor symptoms in Parkinson's disease predominate and define this entity. However, the symptoms in other spheres are sometimes very relevant and are called by the general name of ""Non-motor manifestations of Parkinson's disease"". Which of the following is considered a non-motor symptom of Parkinson's disease?",0.4106200337409973
What percentage of Pseudomonas aeruginosa strains do not confer natural resistance to kanamycin?,0.8652955889701843
Tell me about the mechanisms of graft versus host disease (GVHD) in bone marrow transplant patients.,0.6377918124198914
Is a microprocessor controlled foot worth it?,0.6823967695236206
What is the most efficient way to handle local falls pathways? ,0.5399553775787354
Can we give paracetamol to a cat?,0.6186620593070984
Why do some antibiotic-resistance genes in bacteria also involved in metabolic metabolisms?,0.6947546601295471
What are the potential benefits and risks of using stem cells to treat haematological disorders?,0.627926766872406
What is the best most varied option for elective placement? ,0.6429145932197571
What is the perfect solution for an unhealthy family life? ,0.6266812086105347
How can I support caring for those experiencing malnutrition in the community? ,0.6076433658599854
Can you please provide a list of appropriate resources showing best practice in treatment of anxiety?,0.5118817687034607
"A 40-year-old woman who consulted for approximately 20 episodes a day of intense, left periocular pain lasting 15 minutes, accompanied by intense tearing and runny nose. His scan and MRI are normal. What treatment of choice would it be?",0.5588694214820862
What is the best material for insoles?,0.5304222702980042
Can a diabetic person take medical products with any kind of sucrose?,0.7771311402320862
What should be the first response to an epilectic seizure?,0.7372788786888123
Can low mobility amputeed benefit from a microprocessor controled knee?,0.7123470902442932
Why should we give fludarabine and cytarabine 4 hours apart when giving these chemotherapy drugs to a patient?,0.6387998461723328
Do I need to fast to have a CT scan? And how about a MRI scan?,0.5727666020393372
Why do pregnant women often suffer from iron deficiency?,0.6277437210083008
What is the physiopathology of asthma? ,0.6538610458374023
"What processes need to take place after a suspicious death of a patient who is a recovering heroin addict, where suicide is suspected?",0.5791229009628296
Short right hand and short right leg of newborn and having one kidney at the time of birth what will be the root of this problem?,0.6619677543640137
How effective is cognitive behaviour therapy in the treatment of recovering opiate addicts?,0.6641093492507935
Why does the T wave on the EKG is a positive wave if it represents the repolarization of the ventricles?,0.6835417747497559
What are the intervention strategies to recommend for people with hypertension?,0.6242895126342773
A female patient presents in the ER with pain in the leg and trouble breathing. The patient had a 7-hour flight in the previous day. What is the most recommended course of action here?,0.6723613142967224
What would be the best way to address a case of eating behavior disorder in the medical consultation?,0.6401649117469788
"Dates can cure diabetes, then why do they also increase the blood sugar level? ",0.7462223768234253
"Where can a client go for help if they find themselves addicted to crack cocaine, are being physically abused by their dealer and have recently become homeless?",0.621676504611969
What is the time to detect a tromboembolism in CT scan after contrast injection?,0.6727469563484192
"DNA diseases in newborns are increasing, what could be the cause of it? ",0.659710705280304
"In the mexican labour law, what is the maximum level of alcohol allowed a person can have in the blood while working?",0.5712003707885742
Where can I find more information about asthma treatment?,0.6730638742446899
"A male, 30 years-old, referred to the ER after his oncologist noted a rash that appeared three months after the patient started chemotherapy for colon cancer. The patient has a rash that is painful and on the right side of the thorax. What is the most likely diagnosis?",0.6204385757446289
What information is currently available on the prognosis of angiosarcomas?,0.6194760203361511
When does it changes from being a Stevens Johnson's Syndrome to a toxic epidermal necrolysis?,0.7024942636489868
"A patient with community-acquired pneumonia, without any alarm signs, CURB-65 of 0. He refers he has had an allergic reaction to penicillin and macrolids in the past. What are the available options for antibiotherapy in this patient?",0.7089100480079651
What is the treatment for a perianal abscess?,0.6589138507843018
At what age kids can make a three block tower? ,0.6174144744873047
"In mexico, what is the official definition of a disability (discapacity)?",0.7038671374320984
"My company, located in Coahuila,  Mexico has 3 processesthat cause emissions to atmosphere. Can I direct those emissions in 1 single chimney or do I need 3 chimneys? What does the law requires?",0.6190720200538635
Do you think metformin causes a vitamin B deficiency?,0.7113434076309204
What is the difference between concomitant medication and past drugs?,0.6646949648857117
Does pulsed fluoroscopy has more radiation than continuous fluoroscopy?,0.6689024567604065
What kind of endpoints are preffered in phase 3 of a clinical trial?,0.6853847503662109
Can you estimate the impact of switching elderly patients to a drug classified by STOPP criteria?,0.6421003341674805
Where can I learn about the etiology of high blood preassure on the majority of the cases?,0.709650456905365
What are the possible causes of pleural effusion in a 56yo patient?,0.6666304469108582
How does medications affect the absorption and availability of nutrients in the human body?,0.7064536809921265
What is the mechanism in what tacrolimus acts? ,0.6674857139587402
"In the case of active pyoderma gangrenosum and associated active myeloma with pancytopenia, what approaches could you take when treating? Would there be any benefit in treating one before the other?",0.6058222651481628
What are the lessons we could learn from the different ways hospitals globally mitigated the inpatient spread of Covid 19? Could you summarise the available literature?,0.5712650418281555
Why would a 26 year old female have chronically low cortisol despite already having a cortisol infusion running?,0.7092004418373108
"Suppose a patient is complaining of foul smelling vaginal discharge and burning urination, what is the patient suffering from?",0.6885831356048584
What are the different ways to protect oneself from getting infected with the Covid-19 vaccine?,0.5883071422576904
What do you think about teenage pregnancy?,0.6308150887489319
How much blood is inside a human body?,0.6513833403587341
A family walks in a hospital with different symptoms claiming to suspect TB because of living conditions. What is the first response as the medical team?,0.5653364658355713
"With the brain mainly known for its function as to think, what does the brain do besides think?",0.5938489437103271
When would you advise a patient for bypass instead of stenting and medical therapy?,0.6740080714225769
Define the reasons an exercise stress test would be beneficial to a patient post PCI.,0.6420849561691284
What are the benefits of using myocardial perfusion imaging prior to angio?,0.6352299451828003
Where can I get detailed protocols for microRNA analysis?,0.4957531988620758
MicroRNAs are fairly new with a lot of conflicting findings reported across studies. What is the clinical feasibility of adopting microRNAs as biomarkers for disease diagnosis and prognosis?,0.6123670935630798
What are common causes of iron deficiency?,0.668569028377533
What are the first rank symptoms of schizophrenia?,0.5961897969245911
"A 65 year old patient with severe depression becomes mute. Their oral intake and functioning deteriorates markedly, and their depression appears to be treatment resistant. What treatment would you recommend in this scenario?",0.6021504402160645
"A 25 year old male is 6 months into their recovery journey post-psychotic episode. They are lethargic and motivated, and appear to be presenting with negative symptoms of psychosis. What treatment would you recommend in this instance?",0.5979020595550537
How do bacterial infection predispose one to cancers?,0.4998972713947296
How does automation in laboratories affect the final diagnosis produces?,0.5781388282775879
