Key,BERTScore
Is there any difference in time of threatment of patients COVID+ who were using pulmonary rehabilitation and those who did not?,0.5972362756729126
Imagine you have a patient after hip surgery (14days passed) write me a rehabilitation plan for this patient.,0.44044095277786255
What is the treatment for blood vessel clogging?,0.6147303581237793
What do you think the future of image guided therapy is?,0.46807271242141724
How can AI better support image guided therapy procedures? What could be the approach or use of AI of heart treatment?,0.5632042288780212
What is the first step to do in a patient with a VF?,0.6515563726425171
Which surgery would be the best option for a patient with central stenosis that epidural injections failed?,0.6126341223716736
How to treat a patient with 80% of his body with 3rd grade burnings?,0.48939281702041626
A patient is allergic to the only medication suitable for curing them. What do you do?,0.5557758212089539
Do toxic chemicals become more or less toxic when they expire?,0.582339882850647
What is the interaction between Anaerobyl and Alcohol on the human system?,0.5557969212532043
"New born to term. At minute 1, heart rate: 120 beats per minute, vigorous crying, pink color, limbs with good tone, slight expiratory groan. What APGAR score does this patient have?",0.5419958829879761
"7-year-old female, fever 38.2, cough with sputum, tonsillar hypertrophy, cervical adenopathies. Mention the best handling for this patient.",0.27598655223846436
Mention the clinical importance of the  tricarboxylic acid cycle and why medical students need to study it.,0.6024551391601562
"If the patient shows multiple symptoms indicating 3 diseases, how do we closely determine and eradicate the diseases?",0.587030827999115
How can we reduce patient surgery backlog in Canada?,0.5187286138534546
"If a patient is allergic to a medicinal ingredient that is the only cure for their disease, how can we ensure patient safety during diagnosis and treatment?",0.6218509078025818
Is it possible to compound intrathecal methotrexat?,0.5251368284225464
"Suppose there is a 3 years old patient with asthma crisis management, history of severe asthma crisis. Is it recomended for them to be hospitalized?",0.5049636363983154
What's the best treatment option for an asthma crisis on a pediatric patient?,0.5215125679969788
"Suppose there is a 12 year old with suicide attempted, is it recommendable to do a psychiatrist intervention?",0.5750796794891357
Imagine we have a Patient Reported Outcome questionnaire that measures quality of life and has 3 different dimensions. What would be the best approach to analyzing the item adequacy of this instrument?,0.5434936285018921
Imagine we have a patient with a diagnosis of severe depression. What would be the best combination of treatments that could improve his mental health status?,0.4994451105594635
How the 3rd generation therapies in psychology an improvement compared to the previous ones?,0.5781431198120117
"56 year old, male patient, rushed to the ER for presenting symptoms such as: tachycardia, diaphoresis, dyspnea, and a strong pain on his chest that irradiates to his chin and left arm. What is the most likely diagnosis and what tests are essential for this patient?",0.6710213422775269
Which drug for cardiac insufficiency is contraindicated in a patient that has kidney failure? ,0.5686766505241394
"67 year old male, refers to present chest pain and dyspnea that appears when he walks 2 or 3 blocks, he has had this symptoms for 3 weeks so far, he has diabetes type 2 that was diagnosed 15 years ago and uses insulin to treat it, but does not follow his schedule and takes it whenever he remembers to, also had AIM 3 years ago. What is the diagnosis for this patient and mention 3 differential diagnosis?",0.5281347632408142
What legislation underpins assessment of children with disabilities for social care support?,0.5999684929847717
How should I engage with a non-verbal child to gather their views?,0.4810587763786316
Should buyers of antibiotics also be recommended protective drugs containing bacterial cultures?,0.633820116519928
Should expectorant or antitussive syrup be recommended for a wet cough?,0.5829841494560242
What can severe pain in the right side of the belly button indicate?,0.6152851581573486
Sickle cells are characteristic from which kind of disease?,0.5412797927856445
"Patient with high level of glucose in fasting conditions but after the screening test does not show increased level of it, could they be considered diabetic?",0.5845075845718384
How can we treat infection caused by Neisseria gonorrhoeae?,0.5883921384811401
"Thinking that we want to design an experiment with 3 groups, in which we observe significant differences, what would be the appropriate number of animals that we need to use?",0.5244406461715698
"In your experience, what are the most appropriate treatments for a patient with sciatic nerve injury?",0.5203525424003601
What is your opinion on the spontaneous regeneration of axons in the peripheral nervous system?,0.5424128770828247
Indicate the correct dosage range of ibuprofen for a child of age 9 and 32 kilos.,0.6350185871124268
"A patient has prescribed losartan and bisoprolol to treat their hypertension, however, they have developed an allergy to one of the excipients of bisoprolol. What is the correct course of action to take by the pharmacist?",0.6378836035728455
Design an algorithm of hypertension drugs to help the clinician make the best medication choice according to the patient and their health characteristics.,0.4480767548084259
"A counselor has a client who has come to counseling to process a particularly difficult relationship breakdown.  After numerous sessions the counsellor realises that they are counselling both people involved in the relationship breakup, thus there is a conflict of interest. What does the counselor do?",0.5101121068000793
What are the common approaches to coping with periods of acute dis-regulation?,0.5826242566108704
"A client who has a feeling that they have been abused in childhood, has no real memory of the abuse and struggles with emotional dis-regulation in adulthood, cannot form lasting bonds with people, is of a dissorganised attachment style, has come to therapy to work on understanding the abuse they may have experienced in childhood with the hope that this will make them better. What are the steps a therapist must take in providing a secure and safe environment for the client to begin to address their trauma?",0.632593035697937
Teach me PCR in three sentences.,0.26725316047668457
"The prevalence of malaria in Africa is tied to its disease vector control, what are the possible potential options that can be explored in the eradication of malaria in Africa?",0.5138291716575623
"I am a new intern in the blood transfusion laboratory, please write a standard SOP for me for preparing a fresh frozen plasma.",0.23373214900493622
Should we inform patients that homeopathic medicines don't work?,0.5011283755302429
Why we do not check exact ingredients of dietary supplements?,0.5348904728889465
Patient comes everyday and buys OTC medicine with an ingredient that is addictive. What can I do?,0.49090707302093506
When would you start antibiotic in a acute pharingitis?,0.5272822380065918
What is the first radiological sign of fetal death?,0.5551008582115173
What is the initial treatment for anal fissures?,0.656143844127655
"A patient who is a smoker has a lesion on his mouth that causes pain, could it be a carcinoma?",0.591886043548584
What is the best anesthesia for diabetic patients?,0.47165629267692566
How does smoking affect periodontal disease?,0.5583648681640625
How can a clinician confirm that a patient with a headache has subarachnoid hemorrhage ?,0.6486868262290955
When does a chronic lympocytic leukemia transform to a diffuse large b cell lymphoma?,0.5682746171951294
A 30 year old primigravid pregnant woman walks into the clinic complaining of intense contractions that last. How can a physician differentiate between true onset of labour and braxton hicks contractions?,0.5372288823127747
What are the most common translocations associated with chronic myeloid leukemia? ,0.6760157942771912
My child has been having easy bruising and fatigue for the past 6 months. Recently his labs came back and his total lymphocyte count was elevated. The diagnosis given to me by the doctor was acute lymphoblastic leukemia. What is it and what is the prognosis? ? ,0.6235151886940002
"Give that I'm 23 years old, smoking 12 cigarettes daily for the past three years, with history of dyslipidemia, which types of cancer am I most prone to get? ",0.5419278740882874
What are signs of a patient experiencing sepsis?,0.6097133755683899
"If a patient comes in having shortness of breath, what are potential treatment options?",0.5678187608718872
"A patient comes in with shortness of breath and pulmonary oedema, what are the differental diagonosis?",0.538981020450592
"How can we classify studies conducted by transgender people? As the gender they define themselves as or as a separate category, transgender people?",0.5343732833862305
"A patient with early dementia. This person is being given all possible care and is living a happy life surrounded by family members who are helping him through the process. The problem is that the patient has made a provision in his living will that if at any time his dementia becomes limiting, he will request euthanasia. That moment will come, but this person is happy now. Should the decision he made when he was mentally fit be applied, or, taking into account that he is happy, should he be allowed to live longer?",0.6081053614616394
"A person who does not like working with people but is passionate about medicine. Knowing that he/she will not be happy practicing, is it worthwhile for him/her to finish such a difficult career just for vocation? ",0.46230804920196533
"A patient receiving treatment including cisplatin, paclitaxel, and pembrolizumab develops worsening shortness of breath one week after her third dose of treatment. What possible problems could she have developed and what should studies should be included in her initial workup?",0.5695964097976685
What is the impact of consultation duration in efficacy of health results obtained in the long term? Where can I find more information to help me gauge the impact of the amount of time spent with the patient in each consultation?,0.5109296441078186
"When a patient is started on biologic medications, it is important to rule out latent infections like tuberculosis, and complete certain vaccination schemes. Can you compile which of these attitudes are recommended for each different biologic treatment used in rheumatology?",0.5051547288894653
"In a 55 year-old patient whose cardiovascular risk factors are dislipidemia (assume a c-LDL of 150 mg/dL) and smoking (assume 20 cigarettes/day, for 20 years), if you could only choose one, which of the following would have a greater impact in reducing cardiovascular risk: smoking cessation, or starting atorvastatin 20 mg, once daily?",0.48646280169487
How often should I brush and floss my teeth?,0.6427519917488098
Should you put bond when you do fissure sealants?,0.6645287871360779
Should you extract third molars prolifically?,0.5452927350997925
Which PPI should not be given with clopidogrel?,0.6897193789482117
When someone takes warfarin what are the vegetables that should be avoided?,0.668537437915802
What are the side effects of ACEIs?,0.6727150082588196
Does the medical field require one to be consumed by drugs rather than holistic medicines?,0.5960546135902405
Do you think cognitive behavioural therapy can work for psychosis?,0.6036363840103149
How do you adapt cognitive stimulation therapy for individuals with a learning disability?,0.6291807889938354
Which books are the best for child and youth psychiatry?,0.540193498134613
What is known about the switch that occurs between patients with latent HIV and active infection?,0.5405663847923279
What has caused the recent stock problems in HRT?,0.6475470662117004
How long will it take for a child to speak with therapy?,0.590132474899292
What would be the best methodological approach to study microRNAs as therapeutic targets in HIV patients?,0.5943960547447205
Why do people look down on healthcare workers?,0.5863267183303833
What's the best treatment for fibromyalgia?,0.6139605641365051
What is the mechanism of action of the drug warfarin and how does it interact with other medications?,0.5716163516044617
What is your opinion on euthanasia?,0.5266680121421814
What are some early detection methods for Glomus tympanum?,0.5988494753837585
What the exact differences are between the male and the female brain?,0.5326956510543823
A person who has been unemployed for 20 years due to mental health problems would like to get a job. What support might you offer?,0.5168179273605347
"What are the differential diagnosis for a patient who presents with fever, respiratory distress and high blood pressure?",0.6946110725402832
Which options for therapy are there for ADHD in children?,0.5064581036567688
How can you manage your patient expectations?,0.5557821393013
What cardiac condition affects neonates born to diabetic mothers?,0.6164584159851074
What is known about DNA methylation profiles in patients with latent HIV-1 or with an active infection?,0.5366775989532471
Does foot ulcer need a diet change rather than using iodine based medicines for it?,0.5586199164390564
A patient presents to your clinic with a first episode psychosis. What are the NICE recommended treatments for this issue?,0.6298198103904724
How would you deal with a potentially abusive coworker?,0.46144765615463257
"In the context of immune related blistering skin disorders, what are the potential causes for a false positive skin antibody on a blood test?",0.5444386601448059
What are the most effective therapeutic interventions for treating depression?,0.49414536356925964
How do you approach a doctor as a nurse if you think he administered a wrong medication for the symptoms of the patient? ,0.48375439643859863
How do I explain the difference between a language disorder and a language delay?,0.6293621063232422
"In status epilepticus after 1st and 2nd line treatment with benzodiazepines, should I load the patient with phenytoin or levetiracetam?",0.6089442372322083
Can nurses in Italy prescribe and administer low-risk drugs?,0.579047679901123
What are the risks from a brucella culture within pathology lab?,0.5541625022888184
Compare behavioral testing to OAE or tympanometry in children.,0.5250646471977234
What are the symptoms of sepsis?,0.6540570259094238
What are the outcomes of using hyaluronidase?,0.5956712365150452
A mother presents to my clinic wishing to know whether taking the pertussis vaccine during pregnancy will in anyway minimize her unborn child's chances of being hospitalized with pertussis. What is the efficacy of the maternal pertussis vaccine in infant hospitalization?,0.5547887682914734
How will the NHS england directed TA for covid medication and prescribing affect primary care in England?,0.4827703833580017
What are the differences between the different birth control devices that actually exist?,0.5292679071426392
How to give the news of the death of a patient to his close relative?,0.5104702711105347
Can you summarize the krebs cycle?,0.5822063088417053
How do I assess competence for decision making in a child in a child who is too young to apply the Mental Capacity Act?,0.5790609121322632
Are there side effects to the use of botox?,0.6497414708137512
What kind of impact does social media have on patients with anorexia?,0.6066632270812988
How do you deal with a patient who is sick but has no pointed symptoms and no health record?,0.5901978611946106
Describes Hodge's blueprints.,0.41892892122268677
What is the best way to store my medication to ensure its potency and safety?,0.645626962184906
"When providing intrapartum care, a midwife can prescribe appropriate pain relief. True or false?",0.5699454545974731
How would you do treat a psychotic crisis?,0.6095645427703857
"A nine year old girl with severe ADHD has already tried all drugs that are allowed for children. None of them was sucessful. There was no benefit from the drugs, but many negative side effects from on just a little dose. What else can I try, if an ADHD patient isn't responding to any drug?",0.6007956266403198
What is the treatment for grade 2 prostate carcinoma?,0.5492743849754333
Is the difference in duties and responsibilities between nurses working in different states justifiable?,0.5584800243377686
What is the prozone error and how does it affect the blood test?,0.606541633605957
What are the symptoms of a myocardial infarction?,0.6550291776657104
Is one's sphingolipid mileu a factor in psoriasis?,0.539847731590271
Why do some patients respond to one CGRP antagonist well but not another from the same medication class?,0.5167535543441772
What is the difference between the migraine CGRP antagonists? ,0.538703978061676
"If I have a patient who has chronic migraine and has failed all the available prophylactics' medications, what do I do?",0.4813562035560608
What are the symptoms of an abdominal aortic aneurysm?,0.6941490173339844
Do the medicines used for diabetes foot ulcer work?,0.5316969156265259
What is the ICD-10 classification of severe depression without psychotic symptoms?,0.8131749629974365
How many cardiology subspecialties are there?,0.5783678889274597
Can you tell me what is the best way to get an informed consent?,0.5549407005310059
"Gestational diabetes is a complex medical condition which can present in many ways during pregnancies, what makes an individual more likely to develop this in pregnancy?",0.5869638919830322
Which symptoms describes an autistic disorder?,0.6338921785354614
How would you promote dignity and respect in care?,0.5100262761116028
How do you manage a desmoplastic blue naevus?,0.6690621972084045
Who should a patient be referred to if a bloodwork shows high protein levels in the blood?,0.5909678936004639
What is the best diet for general longevity?,0.6108283400535583
Why is the category of nurses in Italy little recognized unlike doctors?,0.5714375376701355
At which gestation is the Nuchal screening offered routinely?,0.681454062461853
Can an adhesive capsulitis develop from an osteoarthritic shoulder?,0.7104101181030273
Why are left-handed people stronger using their right hand?,0.5878201723098755
Is metamizol superior than other medications in treating osteoarthicular pain?,0.5441879034042358
"I'm a 60 year old patient, with hypertension and obesity. How low should my LDL be?",0.5848543643951416
What is the reliability of ABR testing for testing toxicity?,0.48705631494522095
What is the recommended medication to prescribe for a first episode of psychosis?,0.578146755695343
"How do you decide who to put in extra care or try to save, if you are under staffed and 3 people walk in with different injuries, a 10 year old with a head injury, 45 year old women bleeding internal and a 70 year old man with a broken hip?",0.46813562512397766
What level of insurance should pharmacists working in prinary care get if they are not prescribers?,0.5334812998771667
What is the average salary for a biochemist in NYC?,0.7101708054542542
How would you be sure to provide discretion and adhere to dpi guidelines?,0.48538926243782043
What is the difference between a drug's pharmacokinetics and pharmacodynamics?,0.6986073851585388
"A patient has presented with low mood, insomnia and anhedonia. Upon assessment they disclose other periods of heightened mood, impulsivity and reduced inhibitions.What are the possible diagnoses? ",0.5060909986495972
What would be the symptoms for an urinary tract infection?,0.6634237766265869
Should I use the AVUK strategies with my deaf patient?,0.4446046054363251
What are the differences between Acute myeloid leukemia and Chronic myeloid leukemia?,0.525619387626648
What are the differences between professions about patients returning as volunteers?,0.5930933356285095
How do you tell the difference between adhesive capsulitis and an osteoarthritic shoulder?,0.5893090963363647
Is rorshach test a good IQ measurement?,0.6003981828689575
What is the diagnosis? A patient was presented with the rush and their blood was grossly haemolysed.,0.5065138339996338
Can we ever eliminate all mental illness?,0.5525089502334595
Please provide an approach to the management of a convulsing child.,0.5064562559127808
What is the best type of epidemiological study to assess the causal association between a risk factor and a given disease?,0.5197632312774658
Is cancer curable?,0.5555154085159302
What criteria would you use to ensure safe discharge of a child with bronchiolitis?,0.5383347868919373
"A 37-year old woman who lives alone has rheumatoid arthritis, affecting her grip. What meaningful activities might this impact and how could they be adapted?",0.540312647819519
What are the risks of inserting a nasogastric tube during a night shift?,0.6026676893234253
What is the best biological agent for treatment of hidradenitis suppurativa having failed adalimumab?,0.5614800453186035
"An 80-year-old man is admitted for a sudden episode of aphasia and right hemiparesis. As antecedents, hypertension stands out, well controlled with diet and cognitive deterioration in the last year under study by his neurologist. Emergency head CT showed a left frontal lobar hematoma without contrast enhancement. What is the most likely cause of the bruise?",0.48175176978111267
How can you find out if a person has childhood traumas?,0.534667432308197
Why some bacteria could cause deadly infections in some people while others can recover quickly?,0.6086241006851196
What could be the possible cause of dementia?,0.5497286319732666
"Motor symptoms in Parkinson's disease predominate and define this entity. However, the symptoms in other spheres are sometimes very relevant and are called by the general name of ""Non-motor manifestations of Parkinson's disease"". Which of the following is considered a non-motor symptom of Parkinson's disease?",0.5794044137001038
What percentage of Pseudomonas aeruginosa strains do not confer natural resistance to kanamycin?,0.745903730392456
Tell me about the mechanisms of graft versus host disease (GVHD) in bone marrow transplant patients.,0.5417507886886597
Is a microprocessor controlled foot worth it?,0.5178112983703613
What is the most efficient way to handle local falls pathways? ,0.5198311805725098
Can we give paracetamol to a cat?,0.5453266501426697
Why do some antibiotic-resistance genes in bacteria also involved in metabolic metabolisms?,0.6873763203620911
What are the potential benefits and risks of using stem cells to treat haematological disorders?,0.5925701856613159
What is the best most varied option for elective placement? ,0.5902181267738342
What is the perfect solution for an unhealthy family life? ,0.5662014484405518
How can I support caring for those experiencing malnutrition in the community? ,0.5457113981246948
Can you please provide a list of appropriate resources showing best practice in treatment of anxiety?,0.39580196142196655
"A 40-year-old woman who consulted for approximately 20 episodes a day of intense, left periocular pain lasting 15 minutes, accompanied by intense tearing and runny nose. His scan and MRI are normal. What treatment of choice would it be?",0.47684136033058167
What is the best material for insoles?,0.48230576515197754
Can a diabetic person take medical products with any kind of sucrose?,0.6620826721191406
What should be the first response to an epilectic seizure?,0.5572436451911926
Can low mobility amputeed benefit from a microprocessor controled knee?,0.6672894358634949
Why should we give fludarabine and cytarabine 4 hours apart when giving these chemotherapy drugs to a patient?,0.6588342785835266
Do I need to fast to have a CT scan? And how about a MRI scan?,0.5782749652862549
Why do pregnant women often suffer from iron deficiency?,0.5830264091491699
What is the physiopathology of asthma? ,0.5077153444290161
"What processes need to take place after a suspicious death of a patient who is a recovering heroin addict, where suicide is suspected?",0.593343198299408
Short right hand and short right leg of newborn and having one kidney at the time of birth what will be the root of this problem?,0.5547140836715698
How effective is cognitive behaviour therapy in the treatment of recovering opiate addicts?,0.5794888734817505
Why does the T wave on the EKG is a positive wave if it represents the repolarization of the ventricles?,0.6367508769035339
What are the intervention strategies to recommend for people with hypertension?,0.537894070148468
A female patient presents in the ER with pain in the leg and trouble breathing. The patient had a 7-hour flight in the previous day. What is the most recommended course of action here?,0.4813688099384308
What would be the best way to address a case of eating behavior disorder in the medical consultation?,0.5810635089874268
"Dates can cure diabetes, then why do they also increase the blood sugar level? ",0.5534347891807556
"Where can a client go for help if they find themselves addicted to crack cocaine, are being physically abused by their dealer and have recently become homeless?",0.4391824007034302
What is the time to detect a tromboembolism in CT scan after contrast injection?,0.6456158757209778
"DNA diseases in newborns are increasing, what could be the cause of it? ",0.5335652232170105
"In the mexican labour law, what is the maximum level of alcohol allowed a person can have in the blood while working?",0.5089634656906128
Where can I find more information about asthma treatment?,0.45565494894981384
"A male, 30 years-old, referred to the ER after his oncologist noted a rash that appeared three months after the patient started chemotherapy for colon cancer. The patient has a rash that is painful and on the right side of the thorax. What is the most likely diagnosis?",0.5032338500022888
What information is currently available on the prognosis of angiosarcomas?,0.5897623300552368
When does it changes from being a Stevens Johnson's Syndrome to a toxic epidermal necrolysis?,0.5274457931518555
"A patient with community-acquired pneumonia, without any alarm signs, CURB-65 of 0. He refers he has had an allergic reaction to penicillin and macrolids in the past. What are the available options for antibiotherapy in this patient?",0.6249082088470459
What is the treatment for a perianal abscess?,0.6595017910003662
At what age kids can make a three block tower? ,0.5668182969093323
"In mexico, what is the official definition of a disability (discapacity)?",0.5672904253005981
"My company, located in Coahuila,  Mexico has 3 processesthat cause emissions to atmosphere. Can I direct those emissions in 1 single chimney or do I need 3 chimneys? What does the law requires?",0.47929781675338745
Do you think metformin causes a vitamin B deficiency?,0.6181371808052063
What is the difference between concomitant medication and past drugs?,0.6108799576759338
Does pulsed fluoroscopy has more radiation than continuous fluoroscopy?,0.6800792217254639
What kind of endpoints are preffered in phase 3 of a clinical trial?,0.5553596615791321
Can you estimate the impact of switching elderly patients to a drug classified by STOPP criteria?,0.594670295715332
Where can I learn about the etiology of high blood preassure on the majority of the cases?,0.4841594994068146
What are the possible causes of pleural effusion in a 56yo patient?,0.5447158813476562
How does medications affect the absorption and availability of nutrients in the human body?,0.6249430179595947
What is the mechanism in what tacrolimus acts? ,0.4975006878376007
"In the case of active pyoderma gangrenosum and associated active myeloma with pancytopenia, what approaches could you take when treating? Would there be any benefit in treating one before the other?",0.6699016094207764
What are the lessons we could learn from the different ways hospitals globally mitigated the inpatient spread of Covid 19? Could you summarise the available literature?,0.3276509642601013
Why would a 26 year old female have chronically low cortisol despite already having a cortisol infusion running?,0.6707755327224731
"Suppose a patient is complaining of foul smelling vaginal discharge and burning urination, what is the patient suffering from?",0.6115943193435669
What are the different ways to protect oneself from getting infected with the Covid-19 vaccine?,0.5703114867210388
What do you think about teenage pregnancy?,0.51512211561203
How much blood is inside a human body?,0.7040887475013733
A family walks in a hospital with different symptoms claiming to suspect TB because of living conditions. What is the first response as the medical team?,0.42743635177612305
"With the brain mainly known for its function as to think, what does the brain do besides think?",0.48556768894195557
When would you advise a patient for bypass instead of stenting and medical therapy?,0.6363514065742493
Define the reasons an exercise stress test would be beneficial to a patient post PCI.,0.6411101818084717
What are the benefits of using myocardial perfusion imaging prior to angio?,0.6265360116958618
Where can I get detailed protocols for microRNA analysis?,0.28366878628730774
MicroRNAs are fairly new with a lot of conflicting findings reported across studies. What is the clinical feasibility of adopting microRNAs as biomarkers for disease diagnosis and prognosis?,0.6460866332054138
What are common causes of iron deficiency?,0.6389700174331665
What are the first rank symptoms of schizophrenia?,0.5562623143196106
"A 65 year old patient with severe depression becomes mute. Their oral intake and functioning deteriorates markedly, and their depression appears to be treatment resistant. What treatment would you recommend in this scenario?",0.4895411431789398
"A 25 year old male is 6 months into their recovery journey post-psychotic episode. They are lethargic and motivated, and appear to be presenting with negative symptoms of psychosis. What treatment would you recommend in this instance?",0.5502331852912903
How do bacterial infection predispose one to cancers?,0.5250537395477295
How does automation in laboratories affect the final diagnosis produces?,0.5218960046768188
