Key,Value
"A patient who is a smoker has a lesion on his mouth that causes pain, could it be a carcinoma?",0.057926124122148245
What is the best anesthesia for diabetic patients?,1.1659488170179917e-78
How does smoking affect periodontal disease?,7.004986886090147e-79
How can a clinician confirm that a patient with a headache has subarachnoid hemorrhage ?,3.6907905400960732e-155
When does a chronic lympocytic leukemia transform to a diffuse large b cell lymphoma?,0.034425869612691486
A 30 year old primigravid pregnant woman walks into the clinic complaining of intense contractions that last. How can a physician differentiate between true onset of labour and braxton hicks contractions?,0.018285499380935565
What are the most common translocations associated with chronic myeloid leukemia? ,0.1683247054050266
My child has been having easy bruising and fatigue for the past 6 months. Recently his labs came back and his total lymphocyte count was elevated. The diagnosis given to me by the doctor was acute lymphoblastic leukemia. What is it and what is the prognosis? ? ,0.06788004761962298
"Give that I'm 23 years old, smoking 12 cigarettes daily for the past three years, with history of dyslipidemia, which types of cancer am I most prone to get? ",0.02261353456176713
What are signs of a patient experiencing sepsis?,0.03276693429250587
"If a patient comes in having shortness of breath, what are potential treatment options?",0.04310695411343952
"A patient comes in with shortness of breath and pulmonary oedema, what are the differental diagonosis?",0.013074471091663431
"How can we classify studies conducted by transgender people? As the gender they define themselves as or as a separate category, transgender people?",1.0611853625540206e-78
"A patient with early dementia. This person is being given all possible care and is living a happy life surrounded by family members who are helping him through the process. The problem is that the patient has made a provision in his living will that if at any time his dementia becomes limiting, he will request euthanasia. That moment will come, but this person is happy now. Should the decision he made when he was mentally fit be applied, or, taking into account that he is happy, should he be allowed to live longer?",0.07770385781476025
"A person who does not like working with people but is passionate about medicine. Knowing that he/she will not be happy practicing, is it worthwhile for him/her to finish such a difficult career just for vocation? ",2.321087980483624e-155
"A patient receiving treatment including cisplatin, paclitaxel, and pembrolizumab develops worsening shortness of breath one week after her third dose of treatment. What possible problems could she have developed and what should studies should be included in her initial workup?",0.028514222357996884
What is the impact of consultation duration in efficacy of health results obtained in the long term? Where can I find more information to help me gauge the impact of the amount of time spent with the patient in each consultation?,0.021123183818695424
"When a patient is started on biologic medications, it is important to rule out latent infections like tuberculosis, and complete certain vaccination schemes. Can you compile which of these attitudes are recommended for each different biologic treatment used in rheumatology?",2.6366418237526976e-155
"In a 55 year-old patient whose cardiovascular risk factors are dislipidemia (assume a c-LDL of 150 mg/dL) and smoking (assume 20 cigarettes/day, for 20 years), if you could only choose one, which of the following would have a greater impact in reducing cardiovascular risk: smoking cessation, or starting atorvastatin 20 mg, once daily?",2.6704468415851023e-155
How often should I brush and floss my teeth?,0.14219443464636813
Should you put bond when you do fissure sealants?,1.7289652758106762e-78
Should you extract third molars prolifically?,0.0219414013679568
Which PPI should not be given with clopidogrel?,0.08864658813889117
When someone takes warfarin what are the vegetables that should be avoided?,4.132565730506904e-155
What are the side effects of ACEIs?,0.07495088791324327
Does the medical field require one to be consumed by drugs rather than holistic medicines?,0.09583785830759671
Do you think cognitive behavioural therapy can work for psychosis?,0.03380347026622692
How do you adapt cognitive stimulation therapy for individuals with a learning disability?,0.06922851472890373
Which books are the best for child and youth psychiatry?,0.02032622493910717
What is known about the switch that occurs between patients with latent HIV and active infection?,0.014006093963115487
What has caused the recent stock problems in HRT?,0.09925691474353467
How long will it take for a child to speak with therapy?,1.27310802370309e-78
What would be the best methodological approach to study microRNAs as therapeutic targets in HIV patients?,0.04456620847703699
Why do people look down on healthcare workers?,0.04061409493422354
What's the best treatment for fibromyalgia?,8.441279282665744e-79
What is the mechanism of action of the drug warfarin and how does it interact with other medications?,0.05639803529175195
What is your opinion on euthanasia?,3.2373973167746673e-155
What are some early detection methods for Glomus tympanum?,0.04102887873086386
What the exact differences are between the male and the female brain?,1.1858389416923788e-78
A person who has been unemployed for 20 years due to mental health problems would like to get a job. What support might you offer?,0.01757721707428594
"What are the differential diagnosis for a patient who presents with fever, respiratory distress and high blood pressure?",0.13182386354412873
Which options for therapy are there for ADHD in children?,6.888503691280386e-79
How can you manage your patient expectations?,1.4495342242928527e-78
What cardiac condition affects neonates born to diabetic mothers?,0.10003806650193259
What is known about DNA methylation profiles in patients with latent HIV-1 or with an active infection?,4.171505076721495e-155
Does foot ulcer need a diet change rather than using iodine based medicines for it?,2.7530911684511995e-155
A patient presents to your clinic with a first episode psychosis. What are the NICE recommended treatments for this issue?,0.07118489056218176
How would you deal with a potentially abusive coworker?,1.7771218919254525e-155
"In the context of immune related blistering skin disorders, what are the potential causes for a false positive skin antibody on a blood test?",0.03252856828624092
What are the most effective therapeutic interventions for treating depression?,0.029617828475974415
How do you approach a doctor as a nurse if you think he administered a wrong medication for the symptoms of the patient? ,1.9088053443805516e-155
How do I explain the difference between a language disorder and a language delay?,0.027299334463619523
"In status epilepticus after 1st and 2nd line treatment with benzodiazepines, should I load the patient with phenytoin or levetiracetam?",7.447478727616943e-79
Can nurses in Italy prescribe and administer low-risk drugs?,8.238054336489545e-79
What are the risks from a brucella culture within pathology lab?,9.071290036541309e-79
Compare behavioral testing to OAE or tympanometry in children.,5.566003969408007e-79
What are the symptoms of sepsis?,0.06212646596340737
What are the outcomes of using hyaluronidase?,7.444701448035192e-79
A mother presents to my clinic wishing to know whether taking the pertussis vaccine during pregnancy will in anyway minimize her unborn child's chances of being hospitalized with pertussis. What is the efficacy of the maternal pertussis vaccine in infant hospitalization?,9.229479441116308e-79
How will the NHS england directed TA for covid medication and prescribing affect primary care in England?,3.6496132576682154e-155
What are the differences between the different birth control devices that actually exist?,0.027938036940633366
How to give the news of the death of a patient to his close relative?,1.220631318688979e-78
Can you summarize the krebs cycle?,0.05456913639889446
How do I assess competence for decision making in a child in a child who is too young to apply the Mental Capacity Act?,1.28865203612259e-78
Are there side effects to the use of botox?,0.11913758349224328
What kind of impact does social media have on patients with anorexia?,0.09239399851199338
How do you deal with a patient who is sick but has no pointed symptoms and no health record?,0.06265388813613419
Describes Hodge's blueprints.,1.8996534463894355e-155
What is the best way to store my medication to ensure its potency and safety?,0.13265670988731493
"When providing intrapartum care, a midwife can prescribe appropriate pain relief. True or false?",1.4378211019160158e-78
How would you do treat a psychotic crisis?,0.023925924734032804
"A nine year old girl with severe ADHD has already tried all drugs that are allowed for children. None of them was sucessful. There was no benefit from the drugs, but many negative side effects from on just a little dose. What else can I try, if an ADHD patient isn't responding to any drug?",1.0226431415694353e-78
What is the treatment for grade 2 prostate carcinoma?,2.797014204715853e-155
Is the difference in duties and responsibilities between nurses working in different states justifiable?,0.045635332275497445
What is the prozone error and how does it affect the blood test?,1.1611068289714926e-78
What are the symptoms of a myocardial infarction?,0.07308018947728824
Is one's sphingolipid mileu a factor in psoriasis?,3.266045060719083e-155
Why do some patients respond to one CGRP antagonist well but not another from the same medication class?,3.958672587499672e-155
What is the difference between the migraine CGRP antagonists? ,2.8875942397131156e-155
"If I have a patient who has chronic migraine and has failed all the available prophylactics' medications, what do I do?",4.7453713189265206e-79
What are the symptoms of an abdominal aortic aneurysm?,0.04107808002202287
Do the medicines used for diabetes foot ulcer work?,6.5700518864864e-79
What is the ICD-10 classification of severe depression without psychotic symptoms?,0.2676032275663791
How many cardiology subspecialties are there?,1.1970588971958353e-78
Can you tell me what is the best way to get an informed consent?,0.041975131794577125
"Gestational diabetes is a complex medical condition which can present in many ways during pregnancies, what makes an individual more likely to develop this in pregnancy?",0.05435883313023097
Which symptoms describes an autistic disorder?,4.665445742425493e-155
How would you promote dignity and respect in care?,0.032785778374265016
How do you manage a desmoplastic blue naevus?,0.07757654425030795
Who should a patient be referred to if a bloodwork shows high protein levels in the blood?,0.05462735206086604
What is the best diet for general longevity?,0.04989164815368956
Why is the category of nurses in Italy little recognized unlike doctors?,0.035416162988025884
At which gestation is the Nuchal screening offered routinely?,0.09682379177109546
Can an adhesive capsulitis develop from an osteoarthritic shoulder?,0.12401058688993088
Why are left-handed people stronger using their right hand?,1.1605393271493787e-78
Is metamizol superior than other medications in treating osteoarthicular pain?,3.233006318207087e-79
"I'm a 60 year old patient, with hypertension and obesity. How low should my LDL be?",0.024053981064964917
What is the reliability of ABR testing for testing toxicity?,0.021652682405290016
What is the recommended medication to prescribe for a first episode of psychosis?,0.07328735185835682
"How do you decide who to put in extra care or try to save, if you are under staffed and 3 people walk in with different injuries, a 10 year old with a head injury, 45 year old women bleeding internal and a 70 year old man with a broken hip?",0.020770701049291913
What level of insurance should pharmacists working in prinary care get if they are not prescribers?,2.5053429967193827e-155
What is the average salary for a biochemist in NYC?,0.11159474465523882
How would you be sure to provide discretion and adhere to dpi guidelines?,4.7562177170852265e-79
What is the difference between a drug's pharmacokinetics and pharmacodynamics?,1.5586462573202379e-78
"A patient has presented with low mood, insomnia and anhedonia. Upon assessment they disclose other periods of heightened mood, impulsivity and reduced inhibitions.What are the possible diagnoses? ",6.912165587447274e-79
What would be the symptoms for an urinary tract infection?,1.3659956270289335e-78
Should I use the AVUK strategies with my deaf patient?,1.9507169829536965e-155
What are the differences between Acute myeloid leukemia and Chronic myeloid leukemia?,0.021883553807900576
What are the differences between professions about patients returning as volunteers?,0.026495084313039565
How do you tell the difference between adhesive capsulitis and an osteoarthritic shoulder?,9.148176108470751e-79
Is rorshach test a good IQ measurement?,1.2368942662267464e-78
What is the diagnosis? A patient was presented with the rush and their blood was grossly haemolysed.,8.783537291336887e-79
Can we ever eliminate all mental illness?,2.478262969701856e-155
Please provide an approach to the management of a convulsing child.,3.222038834128737e-155
What is the best type of epidemiological study to assess the causal association between a risk factor and a given disease?,9.882709738149013e-79
Is cancer curable?,4.298631483271809e-155
What criteria would you use to ensure safe discharge of a child with bronchiolitis?,0.015688484663750585
"A 37-year old woman who lives alone has rheumatoid arthritis, affecting her grip. What meaningful activities might this impact and how could they be adapted?",5.036327670772084e-79
What are the risks of inserting a nasogastric tube during a night shift?,1.4912935618251732e-78
What is the best biological agent for treatment of hidradenitis suppurativa having failed adalimumab?,2.528481693630674e-155
"An 80-year-old man is admitted for a sudden episode of aphasia and right hemiparesis. As antecedents, hypertension stands out, well controlled with diet and cognitive deterioration in the last year under study by his neurologist. Emergency head CT showed a left frontal lobar hematoma without contrast enhancement. What is the most likely cause of the bruise?",0.027615318392696528
How can you find out if a person has childhood traumas?,3.0214643960938615e-155
Why some bacteria could cause deadly infections in some people while others can recover quickly?,0.04545239082791834
What could be the possible cause of dementia?,1.4735015878872529e-78
"Motor symptoms in Parkinson's disease predominate and define this entity. However, the symptoms in other spheres are sometimes very relevant and are called by the general name of ""Non-motor manifestations of Parkinson's disease"". Which of the following is considered a non-motor symptom of Parkinson's disease?",0.07494469439272491
What percentage of Pseudomonas aeruginosa strains do not confer natural resistance to kanamycin?,0.1428758285394504
Tell me about the mechanisms of graft versus host disease (GVHD) in bone marrow transplant patients.,8.166953995641761e-79
Is a microprocessor controlled foot worth it?,5.1175395875367045e-79
What is the most efficient way to handle local falls pathways? ,0.058694397460842866
Can we give paracetamol to a cat?,0.049040075043615655
Why do some antibiotic-resistance genes in bacteria also involved in metabolic metabolisms?,0.06133634465217214
What are the potential benefits and risks of using stem cells to treat haematological disorders?,0.04347058996231383
What is the best most varied option for elective placement? ,1.0650335811664114e-78
What is the perfect solution for an unhealthy family life? ,0.03336134820125146
How can I support caring for those experiencing malnutrition in the community? ,0.029931787985190007
Can you please provide a list of appropriate resources showing best practice in treatment of anxiety?,7.447963967364111e-232
"A 40-year-old woman who consulted for approximately 20 episodes a day of intense, left periocular pain lasting 15 minutes, accompanied by intense tearing and runny nose. His scan and MRI are normal. What treatment of choice would it be?",5.295728623020556e-79
What is the best material for insoles?,2.737190786181884e-155
Can a diabetic person take medical products with any kind of sucrose?,5.502120219640776e-155
What should be the first response to an epilectic seizure?,7.086450478931461e-79
Can low mobility amputeed benefit from a microprocessor controled knee?,0.08642483797589236
Why should we give fludarabine and cytarabine 4 hours apart when giving these chemotherapy drugs to a patient?,0.08625892902072001
Do I need to fast to have a CT scan? And how about a MRI scan?,9.914334550220553e-156
Why do pregnant women often suffer from iron deficiency?,3.0480114195257083e-155
What is the physiopathology of asthma? ,7.577675763631698e-79
"What processes need to take place after a suspicious death of a patient who is a recovering heroin addict, where suicide is suspected?",0.06284597902712591
Short right hand and short right leg of newborn and having one kidney at the time of birth what will be the root of this problem?,0.06734753906764324
How effective is cognitive behaviour therapy in the treatment of recovering opiate addicts?,0.0357743830049894
Why does the T wave on the EKG is a positive wave if it represents the repolarization of the ventricles?,0.10249810196166113
What are the intervention strategies to recommend for people with hypertension?,6.301271796943016e-79
A female patient presents in the ER with pain in the leg and trouble breathing. The patient had a 7-hour flight in the previous day. What is the most recommended course of action here?,2.2218667459244196e-155
What would be the best way to address a case of eating behavior disorder in the medical consultation?,4.876499433507448e-155
"Dates can cure diabetes, then why do they also increase the blood sugar level? ",2.3869345818016682e-155
"Where can a client go for help if they find themselves addicted to crack cocaine, are being physically abused by their dealer and have recently become homeless?",0.028148427024067647
What is the time to detect a tromboembolism in CT scan after contrast injection?,0.07608637446100446
"DNA diseases in newborns are increasing, what could be the cause of it? ",0.017583394258600366
"In the mexican labour law, what is the maximum level of alcohol allowed a person can have in the blood while working?",0.026725436196907423
Where can I find more information about asthma treatment?,2.4406343727860134e-155
"A male, 30 years-old, referred to the ER after his oncologist noted a rash that appeared three months after the patient started chemotherapy for colon cancer. The patient has a rash that is painful and on the right side of the thorax. What is the most likely diagnosis?",0.0232802212736733
What information is currently available on the prognosis of angiosarcomas?,0.02669793144686418
When does it changes from being a Stevens Johnson's Syndrome to a toxic epidermal necrolysis?,3.3887566706830826e-155
"A patient with community-acquired pneumonia, without any alarm signs, CURB-65 of 0. He refers he has had an allergic reaction to penicillin and macrolids in the past. What are the available options for antibiotherapy in this patient?",0.055555098248566824
What is the treatment for a perianal abscess?,0.06421439648174451
At what age kids can make a three block tower? ,1.1337861261109773e-231
"In mexico, what is the official definition of a disability (discapacity)?",1.1691993331282866e-78
"My company, located in Coahuila,  Mexico has 3 processesthat cause emissions to atmosphere. Can I direct those emissions in 1 single chimney or do I need 3 chimneys? What does the law requires?",5.0522295694855405e-79
Do you think metformin causes a vitamin B deficiency?,1.5417764994268667e-78
What is the difference between concomitant medication and past drugs?,0.02944577506478111
Does pulsed fluoroscopy has more radiation than continuous fluoroscopy?,0.03286223828364104
What kind of endpoints are preffered in phase 3 of a clinical trial?,9.693030468962563e-79
Can you estimate the impact of switching elderly patients to a drug classified by STOPP criteria?,0.043315501182422625
Where can I learn about the etiology of high blood preassure on the majority of the cases?,1.0585509732826013e-78
What are the possible causes of pleural effusion in a 56yo patient?,6.662731901186398e-79
How does medications affect the absorption and availability of nutrients in the human body?,0.07087576016417498
What is the mechanism in what tacrolimus acts? ,2.204506820391453e-155
"In the case of active pyoderma gangrenosum and associated active myeloma with pancytopenia, what approaches could you take when treating? Would there be any benefit in treating one before the other?",0.25120119012074055
What are the lessons we could learn from the different ways hospitals globally mitigated the inpatient spread of Covid 19? Could you summarise the available literature?,1.669538576945774e-155
Why would a 26 year old female have chronically low cortisol despite already having a cortisol infusion running?,2.0791168016863046e-78
"Suppose a patient is complaining of foul smelling vaginal discharge and burning urination, what is the patient suffering from?",0.02976002637105191
What are the different ways to protect oneself from getting infected with the Covid-19 vaccine?,0.027912215096653096
What do you think about teenage pregnancy?,0.01755788890160633
How much blood is inside a human body?,0.12378842360944324
A family walks in a hospital with different symptoms claiming to suspect TB because of living conditions. What is the first response as the medical team?,4.069744761767867e-79
"With the brain mainly known for its function as to think, what does the brain do besides think?",2.3342950820756677e-155
When would you advise a patient for bypass instead of stenting and medical therapy?,0.0645519591099286
Define the reasons an exercise stress test would be beneficial to a patient post PCI.,1.3680300351964463e-78
What are the benefits of using myocardial perfusion imaging prior to angio?,0.04331818178598663
Where can I get detailed protocols for microRNA analysis?,7.601159375410181e-232
