Question,Cosine Similarity
A patient is allergic to the only medication suitable for curing them. What do you do?,0.39592592489567235
Do toxic chemicals become more or less toxic when they expire?,0.4570926205737901
What is the interaction between Anaerobyl and Alcohol on the human system?,0.2696099492505313
"New born to term. At minute 1, heart rate: 120 beats per minute, vigorous crying, pink color, limbs with good tone, slight expiratory groan. What APGAR score does this patient have?",0.3027744822334644
"7-year-old female, fever 38.2, cough with sputum, tonsillar hypertrophy, cervical adenopathies. Mention the best handling for this patient.",0.048690725535104284
Mention the clinical importance of the  tricarboxylic acid cycle and why medical students need to study it.,0.6403388560830229
"If the patient shows multiple symptoms indicating 3 diseases, how do we closely determine and eradicate the diseases?",0.4544581774093881
How can we reduce patient surgery backlog in Canada?,0.31590393658527544
"If a patient is allergic to a medicinal ingredient that is the only cure for their disease, how can we ensure patient safety during diagnosis and treatment?",0.6135524331435982
Is it possible to compound intrathecal methotrexat?,0.27830421310056214
"Suppose there is a 3 years old patient with asthma crisis management, history of severe asthma crisis. Is it recomended for them to be hospitalized?",0.18062726645284666
What's the best treatment option for an asthma crisis on a pediatric patient?,0.29811489760119936
"Suppose there is a 12 year old with suicide attempted, is it recommendable to do a psychiatrist intervention?",0.2575348453469043
Imagine we have a Patient Reported Outcome questionnaire that measures quality of life and has 3 different dimensions. What would be the best approach to analyzing the item adequacy of this instrument?,0.4468226914802771
Imagine we have a patient with a diagnosis of severe depression. What would be the best combination of treatments that could improve his mental health status?,0.23001726987165919
How the 3rd generation therapies in psychology an improvement compared to the previous ones?,0.3391821718219382
"56 year old, male patient, rushed to the ER for presenting symptoms such as: tachycardia, diaphoresis, dyspnea, and a strong pain on his chest that irradiates to his chin and left arm. What is the most likely diagnosis and what tests are essential for this patient?",0.36400787124280576
Which drug for cardiac insufficiency is contraindicated in a patient that has kidney failure? ,0.2565484373687972
"67 year old male, refers to present chest pain and dyspnea that appears when he walks 2 or 3 blocks, he has had this symptoms for 3 weeks so far, he has diabetes type 2 that was diagnosed 15 years ago and uses insulin to treat it, but does not follow his schedule and takes it whenever he remembers to, also had AIM 3 years ago. What is the diagnosis for this patient and mention 3 differential diagnosis?",0.2512466324514364
What legislation underpins assessment of children with disabilities for social care support?,0.6314696382219961
How should I engage with a non-verbal child to gather their views?,0.13853858241813874
Should buyers of antibiotics also be recommended protective drugs containing bacterial cultures?,0.4840805894374794
Should expectorant or antitussive syrup be recommended for a wet cough?,0.25287870432016923
What can severe pain in the right side of the belly button indicate?,0.5181721479375296
Sickle cells are characteristic from which kind of disease?,0.495974089778412
"Patient with high level of glucose in fasting conditions but after the screening test does not show increased level of it, could they be considered diabetic?",0.34641160208476773
How can we treat infection caused by Neisseria gonorrhoeae?,0.3682284056900544
"Thinking that we want to design an experiment with 3 groups, in which we observe significant differences, what would be the appropriate number of animals that we need to use?",0.39083913323394137
"In your experience, what are the most appropriate treatments for a patient with sciatic nerve injury?",0.3355927228329724
What is your opinion on the spontaneous regeneration of axons in the peripheral nervous system?,0.6837262095893883
Indicate the correct dosage range of ibuprofen for a child of age 9 and 32 kilos.,0.28585001963591117
"A patient has prescribed losartan and bisoprolol to treat their hypertension, however, they have developed an allergy to one of the excipients of bisoprolol. What is the correct course of action to take by the pharmacist?",0.5044849186538742
Design an algorithm of hypertension drugs to help the clinician make the best medication choice according to the patient and their health characteristics.,0.24737261277168196
"A counselor has a client who has come to counseling to process a particularly difficult relationship breakdown.  After numerous sessions the counsellor realises that they are counselling both people involved in the relationship breakup, thus there is a conflict of interest. What does the counselor do?",0.3002385285673892
What are the common approaches to coping with periods of acute dis-regulation?,0.22318646389891375
"A client who has a feeling that they have been abused in childhood, has no real memory of the abuse and struggles with emotional dis-regulation in adulthood, cannot form lasting bonds with people, is of a dissorganised attachment style, has come to therapy to work on understanding the abuse they may have experienced in childhood with the hope that this will make them better. What are the steps a therapist must take in providing a secure and safe environment for the client to begin to address their trauma?",0.6221972065581713
Teach me PCR in three sentences.,0.04995759242607361
"The prevalence of malaria in Africa is tied to its disease vector control, what are the possible potential options that can be explored in the eradication of malaria in Africa?",0.5275868673579722
"I am a new intern in the blood transfusion laboratory, please write a standard SOP for me for preparing a fresh frozen plasma.",0.03299125272246431
Should we inform patients that homeopathic medicines don't work?,0.08495749351847699
Why we do not check exact ingredients of dietary supplements?,0.40113306063127674
Patient comes everyday and buys OTC medicine with an ingredient that is addictive. What can I do?,0.44091186285741135
When would you start antibiotic in a acute pharingitis?,0.2269366942273875
What is the first radiological sign of fetal death?,0.5540132717258315
What is the initial treatment for anal fissures?,0.40450822977859274
"A patient who is a smoker has a lesion on his mouth that causes pain, could it be a carcinoma?",0.40740643305904956
What is the best anesthesia for diabetic patients?,0.28218066422197136
How does smoking affect periodontal disease?,0.564801572147253
How can a clinician confirm that a patient with a headache has subarachnoid hemorrhage ?,0.2361527640779226
When does a chronic lympocytic leukemia transform to a diffuse large b cell lymphoma?,0.13792236045067222
A 30 year old primigravid pregnant woman walks into the clinic complaining of intense contractions that last. How can a physician differentiate between true onset of labour and braxton hicks contractions?,0.3839195056222581
What are the most common translocations associated with chronic myeloid leukemia? ,0.594307349358903
My child has been having easy bruising and fatigue for the past 6 months. Recently his labs came back and his total lymphocyte count was elevated. The diagnosis given to me by the doctor was acute lymphoblastic leukemia. What is it and what is the prognosis? ? ,0.7062748911524965
"Give that I'm 23 years old, smoking 12 cigarettes daily for the past three years, with history of dyslipidemia, which types of cancer am I most prone to get? ",0.4064079753321309
What are signs of a patient experiencing sepsis?,0.35860341205487534
"If a patient comes in having shortness of breath, what are potential treatment options?",0.39489137352494325
"A patient comes in with shortness of breath and pulmonary oedema, what are the differental diagonosis?",0.4251167837711869
"How can we classify studies conducted by transgender people? As the gender they define themselves as or as a separate category, transgender people?",0.3277598893984425
"A patient with early dementia. This person is being given all possible care and is living a happy life surrounded by family members who are helping him through the process. The problem is that the patient has made a provision in his living will that if at any time his dementia becomes limiting, he will request euthanasia. That moment will come, but this person is happy now. Should the decision he made when he was mentally fit be applied, or, taking into account that he is happy, should he be allowed to live longer?",0.44067273256512035
"A person who does not like working with people but is passionate about medicine. Knowing that he/she will not be happy practicing, is it worthwhile for him/her to finish such a difficult career just for vocation? ",0.18836388106689161
"A patient receiving treatment including cisplatin, paclitaxel, and pembrolizumab develops worsening shortness of breath one week after her third dose of treatment. What possible problems could she have developed and what should studies should be included in her initial workup?",0.32186618204088213
What is the impact of consultation duration in efficacy of health results obtained in the long term? Where can I find more information to help me gauge the impact of the amount of time spent with the patient in each consultation?,0.34341130672551523
"When a patient is started on biologic medications, it is important to rule out latent infections like tuberculosis, and complete certain vaccination schemes. Can you compile which of these attitudes are recommended for each different biologic treatment used in rheumatology?",0.1832914664434236
"In a 55 year-old patient whose cardiovascular risk factors are dislipidemia (assume a c-LDL of 150 mg/dL) and smoking (assume 20 cigarettes/day, for 20 years), if you could only choose one, which of the following would have a greater impact in reducing cardiovascular risk: smoking cessation, or starting atorvastatin 20 mg, once daily?",0.18606528465514693
How often should I brush and floss my teeth?,0.43687145759577806
Should you put bond when you do fissure sealants?,0.4414381582418335
Should you extract third molars prolifically?,0.26398597162802145
Which PPI should not be given with clopidogrel?,0.3708908529404186
When someone takes warfarin what are the vegetables that should be avoided?,0.25864636948529923
What are the side effects of ACEIs?,0.35949517998222846
Does the medical field require one to be consumed by drugs rather than holistic medicines?,0.3010207459904371
Do you think cognitive behavioural therapy can work for psychosis?,0.3508561254668522
How do you adapt cognitive stimulation therapy for individuals with a learning disability?,0.4358356958505766
Which books are the best for child and youth psychiatry?,0.26897963655374124
What is known about the switch that occurs between patients with latent HIV and active infection?,0.4868840245964558
What has caused the recent stock problems in HRT?,0.45413310305641824
How long will it take for a child to speak with therapy?,0.42353025138046735
What would be the best methodological approach to study microRNAs as therapeutic targets in HIV patients?,0.4136075207230616
Why do people look down on healthcare workers?,0.30373504971724136
What's the best treatment for fibromyalgia?,0.24637653783391178
What is the mechanism of action of the drug warfarin and how does it interact with other medications?,0.3466562052082853
What is your opinion on euthanasia?,0.3018402881588169
What are some early detection methods for Glomus tympanum?,0.29082775743441136
What the exact differences are between the male and the female brain?,0.44329283303194955
A person who has been unemployed for 20 years due to mental health problems would like to get a job. What support might you offer?,0.22676452835772648
"What are the differential diagnosis for a patient who presents with fever, respiratory distress and high blood pressure?",0.5498421265989974
Which options for therapy are there for ADHD in children?,0.2877235372284352
How can you manage your patient expectations?,0.331589861499531
What cardiac condition affects neonates born to diabetic mothers?,0.2555577363681394
What is known about DNA methylation profiles in patients with latent HIV-1 or with an active infection?,0.30822269667429314
Does foot ulcer need a diet change rather than using iodine based medicines for it?,0.28449710943321693
A patient presents to your clinic with a first episode psychosis. What are the NICE recommended treatments for this issue?,0.4276246546425866
How would you deal with a potentially abusive coworker?,0.23583708603599543
"In the context of immune related blistering skin disorders, what are the potential causes for a false positive skin antibody on a blood test?",0.18528392846920475
What are the most effective therapeutic interventions for treating depression?,0.2546857077888834
How do you approach a doctor as a nurse if you think he administered a wrong medication for the symptoms of the patient? ,0.22195605665472262
How do I explain the difference between a language disorder and a language delay?,0.44926352990085816
"In status epilepticus after 1st and 2nd line treatment with benzodiazepines, should I load the patient with phenytoin or levetiracetam?",0.441638238646177
Can nurses in Italy prescribe and administer low-risk drugs?,0.26305350895379465
What are the risks from a brucella culture within pathology lab?,0.24680890526982804
Compare behavioral testing to OAE or tympanometry in children.,0.3212034150062505
What are the symptoms of sepsis?,0.339285721755634
What are the outcomes of using hyaluronidase?,0.35686830108246437
A mother presents to my clinic wishing to know whether taking the pertussis vaccine during pregnancy will in anyway minimize her unborn child's chances of being hospitalized with pertussis. What is the efficacy of the maternal pertussis vaccine in infant hospitalization?,0.5221358466223267
How will the NHS england directed TA for covid medication and prescribing affect primary care in England?,0.2589999130726248
What are the differences between the different birth control devices that actually exist?,0.22495811417777098
How to give the news of the death of a patient to his close relative?,0.23884583869997147
Can you summarize the krebs cycle?,0.48125266741641126
How do I assess competence for decision making in a child in a child who is too young to apply the Mental Capacity Act?,0.5344455793435171
Are there side effects to the use of botox?,0.48604808719778325
What kind of impact does social media have on patients with anorexia?,0.2600237813144644
How do you deal with a patient who is sick but has no pointed symptoms and no health record?,0.43280703998720416
Describes Hodge's blueprints.,0.2781285232569011
What is the best way to store my medication to ensure its potency and safety?,0.4306662116629303
"When providing intrapartum care, a midwife can prescribe appropriate pain relief. True or false?",0.193996845976351
How would you do treat a psychotic crisis?,0.300021677656749
"A nine year old girl with severe ADHD has already tried all drugs that are allowed for children. None of them was sucessful. There was no benefit from the drugs, but many negative side effects from on just a little dose. What else can I try, if an ADHD patient isn't responding to any drug?",0.2260090020467304
What is the treatment for grade 2 prostate carcinoma?,0.20717116750506465
Is the difference in duties and responsibilities between nurses working in different states justifiable?,0.39763704864704325
What is the prozone error and how does it affect the blood test?,0.6179890923630006
What are the symptoms of a myocardial infarction?,0.3948369183012723
Is one's sphingolipid mileu a factor in psoriasis?,0.1573903163410728
Why do some patients respond to one CGRP antagonist well but not another from the same medication class?,0.2043259693237682
What is the difference between the migraine CGRP antagonists? ,0.2993141962415424
"If I have a patient who has chronic migraine and has failed all the available prophylactics' medications, what do I do?",0.2946013140050387
What are the symptoms of an abdominal aortic aneurysm?,0.4878973580228231
Do the medicines used for diabetes foot ulcer work?,0.3109087449738585
What is the ICD-10 classification of severe depression without psychotic symptoms?,0.670886800175419
How many cardiology subspecialties are there?,0.28453723054678165
Can you tell me what is the best way to get an informed consent?,0.5701747192871416
"Gestational diabetes is a complex medical condition which can present in many ways during pregnancies, what makes an individual more likely to develop this in pregnancy?",0.2751626516903282
Which symptoms describes an autistic disorder?,0.4478078038844746
How would you promote dignity and respect in care?,0.45779833236448114
How do you manage a desmoplastic blue naevus?,0.5194267391411969
Who should a patient be referred to if a bloodwork shows high protein levels in the blood?,0.27469780952160655
What is the best diet for general longevity?,0.32538481034801425
Why is the category of nurses in Italy little recognized unlike doctors?,0.533745356650345
At which gestation is the Nuchal screening offered routinely?,0.5688095849389856
Can an adhesive capsulitis develop from an osteoarthritic shoulder?,0.2945409946417457
Why are left-handed people stronger using their right hand?,0.34935117570598034
Is metamizol superior than other medications in treating osteoarthicular pain?,0.3806398852240279
"I'm a 60 year old patient, with hypertension and obesity. How low should my LDL be?",0.2855148758476986
What is the reliability of ABR testing for testing toxicity?,0.32335712261505145
What is the recommended medication to prescribe for a first episode of psychosis?,0.4357256687584706
"How do you decide who to put in extra care or try to save, if you are under staffed and 3 people walk in with different injuries, a 10 year old with a head injury, 45 year old women bleeding internal and a 70 year old man with a broken hip?",0.21592541153595926
What level of insurance should pharmacists working in prinary care get if they are not prescribers?,0.30388753042272515
What is the average salary for a biochemist in NYC?,0.47878330163594945
How would you be sure to provide discretion and adhere to dpi guidelines?,0.36168036242074003
What is the difference between a drug's pharmacokinetics and pharmacodynamics?,0.6768070044764927
"A patient has presented with low mood, insomnia and anhedonia. Upon assessment they disclose other periods of heightened mood, impulsivity and reduced inhibitions.What are the possible diagnoses? ",0.2460023413758115
What would be the symptoms for an urinary tract infection?,0.5252406140694738
Should I use the AVUK strategies with my deaf patient?,0.1610628023443401
What are the differences between Acute myeloid leukemia and Chronic myeloid leukemia?,0.3381212225254285
What are the differences between professions about patients returning as volunteers?,0.43598103718100273
How do you tell the difference between adhesive capsulitis and an osteoarthritic shoulder?,0.37883619132790897
Is rorshach test a good IQ measurement?,0.3179471567650047
What is the diagnosis? A patient was presented with the rush and their blood was grossly haemolysed.,0.22843939435787192
Can we ever eliminate all mental illness?,0.20878667322273609
Please provide an approach to the management of a convulsing child.,0.3196695094825228
What is the best type of epidemiological study to assess the causal association between a risk factor and a given disease?,0.24312051421367648
Is cancer curable?,0.4165508516665211
What criteria would you use to ensure safe discharge of a child with bronchiolitis?,0.3308324694039147
"A 37-year old woman who lives alone has rheumatoid arthritis, affecting her grip. What meaningful activities might this impact and how could they be adapted?",0.34806566613915113
What are the risks of inserting a nasogastric tube during a night shift?,0.2367137095377216
What is the best biological agent for treatment of hidradenitis suppurativa having failed adalimumab?,0.1438947113380021
"An 80-year-old man is admitted for a sudden episode of aphasia and right hemiparesis. As antecedents, hypertension stands out, well controlled with diet and cognitive deterioration in the last year under study by his neurologist. Emergency head CT showed a left frontal lobar hematoma without contrast enhancement. What is the most likely cause of the bruise?",0.38005533122694135
How can you find out if a person has childhood traumas?,0.18579975460497108
Why some bacteria could cause deadly infections in some people while others can recover quickly?,0.55792167070688
What could be the possible cause of dementia?,0.3218294604743074
"Motor symptoms in Parkinson's disease predominate and define this entity. However, the symptoms in other spheres are sometimes very relevant and are called by the general name of ""Non-motor manifestations of Parkinson's disease"". Which of the following is considered a non-motor symptom of Parkinson's disease?",0.3512154433937131
What percentage of Pseudomonas aeruginosa strains do not confer natural resistance to kanamycin?,0.4408791458054092
Tell me about the mechanisms of graft versus host disease (GVHD) in bone marrow transplant patients.,0.3520906366737751
Is a microprocessor controlled foot worth it?,0.18306168378859877
What is the most efficient way to handle local falls pathways? ,0.2949472672870136
Can we give paracetamol to a cat?,0.20383869761526932
Why do some antibiotic-resistance genes in bacteria also involved in metabolic metabolisms?,0.5133024443405563
What are the potential benefits and risks of using stem cells to treat haematological disorders?,0.42055082728058335
What is the best most varied option for elective placement? ,0.2830770377662161
What is the perfect solution for an unhealthy family life? ,0.3201220808193244
How can I support caring for those experiencing malnutrition in the community? ,0.38014866544692016
Can you please provide a list of appropriate resources showing best practice in treatment of anxiety?,0.06897393987155799
"A 40-year-old woman who consulted for approximately 20 episodes a day of intense, left periocular pain lasting 15 minutes, accompanied by intense tearing and runny nose. His scan and MRI are normal. What treatment of choice would it be?",0.1502230420010019
What is the best material for insoles?,0.0936847664080877
Can a diabetic person take medical products with any kind of sucrose?,0.3471767288994407
What should be the first response to an epilectic seizure?,0.14084695870661507
Can low mobility amputeed benefit from a microprocessor controled knee?,0.3911994132969346
Why should we give fludarabine and cytarabine 4 hours apart when giving these chemotherapy drugs to a patient?,0.33680302398247636
Do I need to fast to have a CT scan? And how about a MRI scan?,0.21033346558833071
Why do pregnant women often suffer from iron deficiency?,0.4419049312679522
What is the physiopathology of asthma? ,0.4525327067652337
"What processes need to take place after a suspicious death of a patient who is a recovering heroin addict, where suicide is suspected?",0.39374005451816696
Short right hand and short right leg of newborn and having one kidney at the time of birth what will be the root of this problem?,0.27880144206574314
How effective is cognitive behaviour therapy in the treatment of recovering opiate addicts?,0.4338386450053879
Why does the T wave on the EKG is a positive wave if it represents the repolarization of the ventricles?,0.7191915813728067
What are the intervention strategies to recommend for people with hypertension?,0.1701941469492314
A female patient presents in the ER with pain in the leg and trouble breathing. The patient had a 7-hour flight in the previous day. What is the most recommended course of action here?,0.2564174766435877
What would be the best way to address a case of eating behavior disorder in the medical consultation?,0.3377682168804239
"Dates can cure diabetes, then why do they also increase the blood sugar level? ",0.23670677723880382
"Where can a client go for help if they find themselves addicted to crack cocaine, are being physically abused by their dealer and have recently become homeless?",0.2601462647542004
What is the time to detect a tromboembolism in CT scan after contrast injection?,0.5398912395357124
"DNA diseases in newborns are increasing, what could be the cause of it? ",0.3103065702238246
"In the mexican labour law, what is the maximum level of alcohol allowed a person can have in the blood while working?",0.4711494973572668
Where can I find more information about asthma treatment?,0.1260782149237363
"A male, 30 years-old, referred to the ER after his oncologist noted a rash that appeared three months after the patient started chemotherapy for colon cancer. The patient has a rash that is painful and on the right side of the thorax. What is the most likely diagnosis?",0.21308935749909547
What information is currently available on the prognosis of angiosarcomas?,0.4087631213990964
When does it changes from being a Stevens Johnson's Syndrome to a toxic epidermal necrolysis?,0.3396125009505513
"A patient with community-acquired pneumonia, without any alarm signs, CURB-65 of 0. He refers he has had an allergic reaction to penicillin and macrolids in the past. What are the available options for antibiotherapy in this patient?",0.2450466487993629
What is the treatment for a perianal abscess?,0.5244917997855194
At what age kids can make a three block tower? ,0.19081761561480542
"In mexico, what is the official definition of a disability (discapacity)?",0.413044426456718
"My company, located in Coahuila,  Mexico has 3 processesthat cause emissions to atmosphere. Can I direct those emissions in 1 single chimney or do I need 3 chimneys? What does the law requires?",0.3011215298294044
Do you think metformin causes a vitamin B deficiency?,0.3579199131717895
What is the difference between concomitant medication and past drugs?,0.49338777282252594
Does pulsed fluoroscopy has more radiation than continuous fluoroscopy?,0.4463299852063525
What kind of endpoints are preffered in phase 3 of a clinical trial?,0.4082657072073821
Can you estimate the impact of switching elderly patients to a drug classified by STOPP criteria?,0.4545251363238389
Where can I learn about the etiology of high blood preassure on the majority of the cases?,0.3435289888531492
What are the possible causes of pleural effusion in a 56yo patient?,0.2189581019365632
How does medications affect the absorption and availability of nutrients in the human body?,0.5302989413528455
What is the mechanism in what tacrolimus acts? ,0.16437004739234218
"In the case of active pyoderma gangrenosum and associated active myeloma with pancytopenia, what approaches could you take when treating? Would there be any benefit in treating one before the other?",0.5214575009409
What are the lessons we could learn from the different ways hospitals globally mitigated the inpatient spread of Covid 19? Could you summarise the available literature?,0.1521266280959
Why would a 26 year old female have chronically low cortisol despite already having a cortisol infusion running?,0.36886463347830367
"Suppose a patient is complaining of foul smelling vaginal discharge and burning urination, what is the patient suffering from?",0.3042867299122932
What are the different ways to protect oneself from getting infected with the Covid-19 vaccine?,0.3059031136228272
What do you think about teenage pregnancy?,0.2525882432509357
How much blood is inside a human body?,0.5534384149544306
A family walks in a hospital with different symptoms claiming to suspect TB because of living conditions. What is the first response as the medical team?,0.26861864332949237
"With the brain mainly known for its function as to think, what does the brain do besides think?",0.1637931638098863
When would you advise a patient for bypass instead of stenting and medical therapy?,0.389915888455896
Define the reasons an exercise stress test would be beneficial to a patient post PCI.,0.49823344808176767
What are the benefits of using myocardial perfusion imaging prior to angio?,0.3871527742451756
Where can I get detailed protocols for microRNA analysis?,0.03342080961909275
MicroRNAs are fairly new with a lot of conflicting findings reported across studies. What is the clinical feasibility of adopting microRNAs as biomarkers for disease diagnosis and prognosis?,0.30147538943721847
What are common causes of iron deficiency?,0.47712903436406606
What are the first rank symptoms of schizophrenia?,0.28105890102577813
"A 65 year old patient with severe depression becomes mute. Their oral intake and functioning deteriorates markedly, and their depression appears to be treatment resistant. What treatment would you recommend in this scenario?",0.2011249450276894
"A 25 year old male is 6 months into their recovery journey post-psychotic episode. They are lethargic and motivated, and appear to be presenting with negative symptoms of psychosis. What treatment would you recommend in this instance?",0.23614154469238555
How do bacterial infection predispose one to cancers?,0.26858501992265504
How does automation in laboratories affect the final diagnosis produces?,0.3204941274676922
